pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,ra,dec,FUVmag,e_FUVmag,NUVmag,e_NUVmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Bmag,e_Bmag,Vmag,e_Vmag,gpmag,e_gpmag,rpmag,e_rpmag,ipmag,e_ipmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,tic_Bmag,tic_e_Bmag,tic_Vmag,tic_e_Vmag,gaiamag,e_gaiamag,Tmag,e_Tmag
TOI-1478 b,TOI-1478,5723638723350902400,5723638723350902400,409794137,126.4337428,-13.5595485,,,,,,,,,,,,,,,11.51099967956540,0.023000000044703500,10.812999725341800,0.009999999776482580,11.140000343322800,0.0,10.630999565124500,0.017000000923872000,10.458999633789100,0.03099999949336050,11.4085,0.1261,10.7035,0.0367,10.2523,0.0604,10.5602,0.0561,10.8887,0.2456,9.59,0.023,9.255,0.026,9.201,0.021,9.146,0.024,9.191,0.022,9.177,0.034,8.92,,11.449,0.127,10.723,0.009,10.6624,0.000217,10.2042,0.006
K2-180 b,K2-180,600750922666388992,600750922666388992,366411016,126.4643579,10.246577,,,18.4695,0.0421,15.2991,0.00658218,15.3888,0.0109563,14.9587,0.0103022,14.5213,0.00955951,13.6846,0.00891896,13.333999633789100,0.008999999612569810,12.60099983215330,0.014999999664723900,12.899999618530300,0.017000000923872000,12.37600040435790,0.01899999938905240,12.175999641418500,0.019999999552965200,,,12.5914,0.0085,12.0706,0.0139,12.4613,0.0419,12.0976,0.0011,11.146,0.023,10.747,0.026,10.677,0.026,10.619,0.023,10.667,0.023,10.599,0.099,8.927,,13.334,0.009,12.557,0.046,12.4039,0.0002,11.8964,0.006
K2-122 b,K2-122,663843343706623232,663843343706623232,14635562,126.4762179,20.3593384,,,21.5353,0.4628,16.5733,0.00947296,16.1418,0.0165971,15.2301,0.0121051,11.7743,0.000555009,13.5146,0.0144512,14.588000297546400,0.054999999701976800,13.104999542236300,0.06300000101327900,13.88599967956540,0.057999998331069900,12.49899959564210,0.08500000089406970,11.736000061035200,0.08399999886751180,13.7246,0.0071,12.428,,11.883,,11.526,,11.345,,10.104,0.022,9.457,0.022,9.275,0.018,9.168,0.023,9.222,0.02,9.108,0.034,8.388,,14.588,0.055,13.105,0.063,12.3708,0.000252,11.3839,0.00729555
K2-98 b,K2-98,601199802584914816,601199802584914816,366410512,126.4882114,11.5110933,21.5476,0.282,16.5397,0.017,14.8585,0.00572366,12.7167,0.0011005,12.1294,0.0009826761,12.0217,0.00147577,13.5067,0.00816105,12.645999908447300,0.026000000536441800,12.166000366210900,0.028999999165535000,12.32699966430660,0.028999999165535000,12.036999702453600,0.032999999821186100,11.984999656677200,0.032999999821186100,12.463,,12.17,,12.062,,12.012,,11.991,,11.124,0.022,10.905,0.025,10.869,0.028,10.823,0.023,10.856,0.02,10.678,0.108,8.258,,12.646,0.026,12.216,0.057,12.0398,0.000196,11.6718,0.0082
K2-115 b,K2-115,650778499868023296,650778499868023296,7020254,126.5535002,12.281851,,,18.8957,0.0736,15.4248,0.00571955,13.8412,0.00178989,13.2338,0.00216427,13.1972,0.00178262,13.3841,0.00538647,14.008000373840300,0.017000000923872000,13.362000465393100,0.00800000037997961,13.595000267028800,0.026000000536441800,13.194000244140600,0.014999999664723900,13.02400016784670,0.024000000208616300,13.5894,0.0036,13.321,,13.149,,13.0031,0.0031,12.9734,0.0035,12.108,0.021,11.76,0.022,11.724,0.018,11.658,0.022,11.7,0.022,11.723,0.249,8.567,0.414,14.008,0.017,13.444,0.114,13.2,0.000252,12.7462,0.0061
HIP 41378 f,HIP 41378,600698184764497664,600698184764497664,366443426,126.6158279,10.0803708,19.5019,0.1033,13.4614,0.0042,,,,,,,,,,,,,,,10.149999618530300,0.0,,,,,8.7475,0.001,9.4883,0.0,8.5386,0.0199,,,7.9086,0.0818,7.982,0.026,7.786,0.038,7.722,0.031,7.662,0.029,7.732,0.02,7.732,0.018,7.86,0.248,9.416,0.037,8.93,0.03,8.80998,0.000389,8.4642,0.0061
HIP 41378 e,HIP 41378,600698184764497664,600698184764497664,366443426,126.6158279,10.0803708,19.5019,0.1033,13.4614,0.0042,,,,,,,,,,,,,,,10.149999618530300,0.0,,,,,8.7475,0.001,9.4883,0.0,8.5386,0.0199,,,7.9086,0.0818,7.982,0.026,7.786,0.038,7.722,0.031,7.662,0.029,7.732,0.02,7.732,0.018,7.86,0.248,9.416,0.037,8.93,0.03,8.80998,0.000389,8.4642,0.0061
HIP 41378 d,HIP 41378,600698184764497664,600698184764497664,366443426,126.6158279,10.0803708,19.5019,0.1033,13.4614,0.0042,,,,,,,,,,,,,,,10.149999618530300,0.0,,,,,8.7475,0.001,9.4883,0.0,8.5386,0.0199,,,7.9086,0.0818,7.982,0.026,7.786,0.038,7.722,0.031,7.662,0.029,7.732,0.02,7.732,0.018,7.86,0.248,9.416,0.037,8.93,0.03,8.80998,0.000389,8.4642,0.0061
HIP 41378 c,HIP 41378,600698184764497664,600698184764497664,366443426,126.6158279,10.0803708,19.5019,0.1033,13.4614,0.0042,,,,,,,,,,,,,,,10.149999618530300,0.0,,,,,8.7475,0.001,9.4883,0.0,8.5386,0.0199,,,7.9086,0.0818,7.982,0.026,7.786,0.038,7.722,0.031,7.662,0.029,7.732,0.02,7.732,0.018,7.86,0.248,9.416,0.037,8.93,0.03,8.80998,0.000389,8.4642,0.0061
HIP 41378 b,HIP 41378,600698184764497664,600698184764497664,366443426,126.6158279,10.0803708,19.5019,0.1033,13.4614,0.0042,,,,,,,,,,,,,,,10.149999618530300,0.0,,,,,8.7475,0.001,9.4883,0.0,8.5386,0.0199,,,7.9086,0.0818,7.982,0.026,7.786,0.038,7.722,0.031,7.662,0.029,7.732,0.02,7.732,0.018,7.86,0.248,9.416,0.037,8.93,0.03,8.80998,0.000389,8.4642,0.0061
K2-330 b,K2-330,601159910928534144,601159910928534144,366484980,126.8968265,11.6674131,20.5304,0.2534,14.2498,0.0078,,,,,,,,,,,10.142000198364300,0.11100000143051100,9.569000244140630,0.0,10.086000442504900,0.3140000104904180,9.512999534606930,0.0,9.414999961853030,0.0,9.795,,9.555,,9.494,,9.494,,9.508,,8.668,0.027,8.46,0.057,8.412,0.023,8.351,0.022,8.387,0.021,8.367,0.025,8.143,0.289,10.174,0.061,9.608,0.004,9.51275,0.000244,9.15722,0.0061
K2-121 b,K2-121,662078902422542336,662078902422542336,7059054,126.9366624,17.5793267,,,20.565,0.2189,16.6768,0.0108005,14.4538,0.00282765,12.9405,0.00105534,12.6118,0.001661,13.8626,0.0100862,14.359999656677200,0.05700000002980230,13.281999588012700,0.04100000113248830,13.831999778747600,0.04399999976158140,12.855999946594200,0.039000000804662700,12.527999877929700,0.054999999701976800,13.752,0.0016,12.925,,12.623,,12.463,,12.3462,0.0074,11.309,0.022,10.742,0.022,10.616,0.018,10.549,0.023,10.612,0.019,10.533,0.1,8.299,,14.36,0.057,13.229,0.08,12.9247,0.000557,12.244,0.0069
WASP-169 b,WASP-169,5723772524469252096,5723772524469252096,386259537,127.3872297,-12.9447683,,,16.7526,0.0189,,,,,,,,,,,12.420000076293900,0.032999999821186100,11.847999572753900,0.05000000074505810,12.09000015258790,0.05400000140070920,11.701000213623000,0.032999999821186100,11.581000328064000,0.035999998450279200,12.192,,11.862,,11.741,,11.696,,11.687,,10.8,0.026,10.552,0.022,10.483,0.025,10.397,0.023,10.463,0.02,10.331,0.067,8.702,,12.434,0.451,12.167,0.034,11.7206,0.000266,11.3299,0.0066
K2-181 b,K2-181,600874445926411264,600874445926411264,366528389,127.5541103,10.9101444,,,18.9539,0.0524,15.2847,0.00628412,15.244,0.01111,12.6189,0.00131487,12.4471,0.00105014,13.3819,0.00625384,13.501999855041500,0.02500000037252900,12.72599983215330,0.04500000178813930,13.114999771118200,0.054999999701976800,12.489999771118200,0.05900000035762790,12.397000312805200,0.08699999749660490,13.185,,12.708,,12.512,,12.42,,12.3401,0.0015,11.438,0.022,11.082,0.021,11.026,0.021,10.999,0.023,11.062,0.023,11.041,0.205,8.319,,13.502,0.025,12.669,0.103,12.5618,0.000189,12.0873,0.006
K2-34 b,K2-34,665757593450097920,665757593450097920,178217113,127.5787231,22.2359194,,,16.3217,0.0075,15.2228,0.0102352,12.0134,0.0006469,11.477,0.000472467,11.386,0.00117403,13.974,0.0178826,12.428999900817900,0.33000001311302200,11.54800033569340,0.05700000002980230,11.892000198364300,0.11900000274181400,11.388999938964800,0.026000000536441800,11.263999938964800,0.03799999877810480,11.692,,11.413,,11.343,,11.347,,11.357,,10.528,0.025,10.258,0.022,10.193,0.017,10.174,0.023,10.207,0.02,10.159,0.069,8.342,,12.019,0.247,11.447,0.017,11.4357,0.00091,11.0514,0.0061
K2-337 b,K2-337,658978451430055936,658978451430055936,20484888,127.761137,16.9004702,,,17.1697,0.0133,15.2253,0.00920954,12.7219,0.000902028,12.3018,0.00117414,12.1947,0.000865376,12.7298,0.00750338,12.940999984741200,0.04500000178813930,12.496000289917000,0.12999999523162800,12.609999656677200,0.0560000017285347,12.265000343322800,0.050999999046325700,12.105999946594200,0.01899999938905240,12.769,,12.364,,12.196,,12.121,,12.0389,0.0152,11.186,0.021,10.895,0.022,10.804,0.018,10.787,0.023,10.816,0.021,10.771,0.114,8.563,,12.941,0.045,12.385,0.069,12.2299,0.000179,11.8104,0.0068
K2-97 b,K2-97,600859258922054272,600859258922054272,366568760,127.762837,10.8475571,,,21.9726,0.3398,16.1932,0.00767197,13.4241,0.00166512,12.3438,0.00112024,12.0403,0.00100851,13.2231,0.00814571,13.774999618530300,0.017000000923872000,12.600000381469700,0.017999999225139600,13.168000221252400,0.028999999165535000,12.211999893188500,0.014000000432133700,12.015000343322800,0.1599999964237210,13.416,,12.583,,12.178,,11.925,,11.805,,10.694,0.023,10.177,0.023,10.035,0.021,9.99,0.023,10.09,0.02,10.026,0.088,8.037,,13.775,0.017,12.486,0.092,12.3059,0.00022,11.6522,0.0072
K2-114 b,K2-114,602494855483616256,602494855483616256,366576758,127.882912,11.922255,,,,,17.3699,0.00891804,15.0403,0.00362411,14.1861,0.00391273,13.9521,0.00398176,13.8308,0.00411641,15.62600040435790,0.07699999958276750,14.555999755859400,0.024000000208616300,15.055000305175800,0.09099999815225600,14.241000175476100,0.1120000034570690,13.944999694824200,0.03099999949336050,14.9247,0.0028,14.201,0.0027,13.9845,0.0049,13.8781,0.0049,13.8173,0.0053,12.835,0.024,12.386,0.028,12.304,0.029,12.23,0.023,12.326,0.026,11.844,,8.728,,15.626,0.077,14.55,0.217,14.2751,0.000301,13.6674,0.0084
K2-340 b,K2-340,662705555330268928,662705555330268928,178246831,127.9373409,19.0745863,,,20.6148,0.202,,,,,,,,,,,15.029999732971200,0.050999999046325700,14.305000305175800,0.03700000047683720,14.638999938964800,0.032999999821186100,14.07699966430660,0.04399999976158140,13.87399959564210,0.04100000113248830,14.574,0.0024,14.1036,0.0039,13.9285,0.0027,13.8719,0.0023,13.8173,0.004,12.927,0.022,12.491,0.023,12.435,0.023,12.371,0.023,12.396,0.025,12.075,0.344,8.624,,15.03,0.051,14.428,0.08,14.1327,0.000206,13.6324,0.007
K2-371 b,K2-371,602466302541172736,602466302541172736,366622912,128.0670932,11.6307099,,,22.2227,0.4656,17.1025,0.00799792,15.1058,0.00348076,14.3425,0.00342469,14.0699,0.00368122,13.9497,0.00409755,15.642999649047900,0.061000000685453400,14.63599967956540,0.057999998331069900,15.118000030517600,0.08900000154972080,14.402999877929700,0.11299999803304700,14.119000434875500,0.05999999865889550,15.016,0.0059,14.339,0.003,14.1069,0.0023,13.9915,0.0013,13.9314,0.0044,12.974,0.027,12.494,0.025,12.391,0.027,12.358,0.023,12.412,0.025,11.749,,8.769,,15.643,0.061,14.492,0.206,14.3938,0.000798,13.7988,0.0065
K2-356 b,K2-356,651370037123678080,651370037123678080,20536788,128.3219134,13.6613758,,,19.1404,0.0587,15.3195,0.00458934,14.9177,0.0127945,14.5468,0.0102072,14.5015,0.0107579,13.1652,0.0045114,14.052000045776400,0.039000000804662700,13.29699993133550,0.03400000184774400,13.635000228881800,0.03700000047683720,13.366999626159700,0.6079999804496770,12.855999946594200,0.0430000014603138,13.5743,0.0027,13.38,,13.13,,12.993,,12.8799,0.0022,11.957,0.023,11.588,0.022,11.508,0.02,11.497,0.023,11.538,0.024,11.158,0.244,8.623,,14.052,0.039,13.268,0.08,13.148,0.000235,12.6649,0.0075
TIC 172900988 b,TIC 172900988 Aa,709709093301608448,709709093301608448,172900988,128.6616644,31.5539793,19.5615,0.1013,15.5809,0.0104,,,,,,,,,,,10.809000015258800,0.09200000017881390,10.187999725341800,0.04699999839067460,10.437999725341800,0.11800000071525600,10.072999954223600,0.03500000014901160,9.897000312805180,0.019999999552965200,10.439,,10.123,,10.005,,9.96,,9.946,,9.08,0.022,8.835,0.021,8.762,0.019,8.721,0.023,8.751,0.02,8.737,0.032,8.502,0.369,10.874,0.093,10.141,0.006,10.0477,0.000552,9.6319,0.0078
HAT-P-43 b,HAT-P-43,601321985813952000,601321985813952000,468987719,128.9256885,10.2065866,,,,,15.4753,0.00542525,14.4197,0.00442698,13.2885,0.00171451,13.1945,0.00195184,13.5207,0.00488378,14.097999572753900,0.06400000303983690,13.345000267028800,0.03500000014901160,13.666000366210900,0.023000000044703500,13.206999778747600,0.1379999965429310,13.017999649047900,0.027000000700354600,13.6119,0.0118,13.298,,13.142,,13.0341,0.0024,13.0204,0.0013,12.146,0.021,11.809,0.029,11.764,0.023,11.732,0.024,11.799,0.022,11.694,0.35,8.768,,14.098,0.064,13.279,0.057,13.2165,0.000296,12.7656,0.0073
K2-354 b,K2-354,601314254872894080,601314254872894080,468989066,129.1299193,10.1472175,,,,,,,,,,,,,,,16.979999542236300,0.014000000432133700,15.390000343322800,0.06499999761581420,16.06399917602540,0.14399999380111700,14.776000022888200,0.1589999943971630,13.652999877929700,0.04699999839067460,15.99,0.0036,14.7845,0.0025,13.7349,0.0002,13.2037,0.0036,12.9909,0.0011,11.776,0.023,11.131,0.026,10.964,0.023,10.814,0.024,10.703,0.021,10.696,0.139,8.517,,16.98,0.014,15.296,0.092,14.3753,0.000488,13.2202,0.00734147
K2-184 b,K2-184,651522834880015872,651522834880015872,21244210,129.1405227,14.4618826,,,16.8832,0.0201,,,,,,,,,,,11.12399959564210,0.04800000041723250,10.359999656677200,0.057999998331069900,10.753999710083000,0.04100000113248830,10.513999938964800,0.7570000290870670,10.010000228881800,0.0,10.6996,0.0092,10.3602,0.0202,9.8177,0.1398,10.8711,0.0679,10.9058,,8.92,0.019,8.513,0.021,8.38,0.02,8.336,0.023,8.385,0.021,8.375,0.027,8.431,0.495,11.226,0.112,10.345,0.009,10.13,0.000315,9.6071,0.006
K2-274 b,K2-274,664406705976755712,664406705976755712,195193560,129.2823699,20.3992512,,,20.1152,0.1606,16.1444,0.00965961,15.9492,0.0160511,15.7322,0.013508,12.6884,0.00170519,13.8097,0.00942388,14.119000434875500,0.1599999964237210,13.175999641418500,0.07800000160932540,13.543999671936000,0.057999998331069900,12.812999725341800,0.06199999898672100,12.54800033569340,0.03500000014901160,13.4439,0.0064,12.916,,12.682,,12.567,,12.461,0.0026,11.507,0.021,11.051,0.021,10.986,0.019,10.916,0.022,10.979,0.021,10.617,0.168,8.232,,14.119,0.16,13.181,0.114,12.8852,0.000295,12.3198,0.0066
K2-95 b,K2-95,659744295638254336,659744295638254336,195193025,129.3625717,18.9766197,,,,,20.7051,0.0530028,18.0246,0.0061401,16.6346,0.00569779,15.3698,0.00487898,14.6957,0.00507257,,,,,,,,,15.420000076293900,0.02500000037252900,17.7732,0.0043,16.6193,0.004,15.3722,0.0016,14.8134,0.0022,14.5456,0.0064,13.312,0.021,12.738,0.024,12.474,0.021,12.331,0.024,12.225,0.027,11.282,0.409,7.435,,,,17.236,0.0467,16.0836,0.00088,14.8549,0.00754334
K2-335 b,K2-335,658060049982487040,658060049982487040,21247758,129.3896679,16.5220648,,,17.2787,0.0137,14.8097,0.00624498,12.9148,0.00111007,12.58,0.00165019,12.4892,0.000706244,13.1784,0.00721426,13.08899974823000,0.03099999949336050,12.585000038147000,0.029999999329447700,12.76099967956540,0.03400000184774400,12.456999778747600,0.032999999821186100,12.378000259399400,0.061000000685453400,12.88,,12.583,,12.479,,12.451,,12.4104,0.0017,11.586,0.024,11.337,0.022,11.281,0.02,11.261,0.023,11.293,0.022,11.401,0.251,7.952,,13.089,0.031,12.556,0.114,12.4741,0.000193,12.1033,0.0076
TOI-6695 b,TOI-6695,5701679002245319296,5701679002245319296,118339710,129.5720221,-23.550217,,,15.7039,0.0172,,,,,,,,,,,11.425999641418500,0.0560000017285347,10.85200023651120,0.06400000303983690,11.17300033569340,0.09000000357627870,10.732999801635700,0.04600000008940700,10.619999885559100,0.0430000014603138,11.019,,10.748,,10.666,,10.652,,10.656,,9.816,0.024,9.599,0.027,9.512,0.021,9.465,0.022,9.511,0.021,9.413,0.036,8.754,,11.351,0.111,10.768,0.008,10.7445,0.00024,10.3541,0.006
K2-100 b,K2-100,664337230586013312,664337230586013312,307733361,129.6010863,20.1060074,,,,,,,,,,,,,,,11.085000038147000,0.0,10.520999908447300,0.01600000075995920,10.857999801635700,0.03799999877810480,10.373000144958500,0.04800000041723250,10.218999862670900,0.06400000303983690,10.5294,0.001,10.9002,0.0073,10.9933,0.001,,,,,9.463,0.026,9.242,0.03,9.182,0.018,9.175,0.023,9.189,0.022,9.145,0.079,7.632,,11.234,0.171,10.651,0.012,10.4053,0.000406,10.0121,0.0061
K2-104 b,K2-104,664292459846946560,664292459846946560,175194958,129.6366594,19.7737202,,,,,,,,,,,,,,,,,,,,,,,,,16.9026,0.0328,15.7363,0.002,14.7163,0.0015,14.2813,0.0019,14.0646,0.0055,12.878,0.025,12.252,0.022,12.014,0.021,11.905,0.023,11.835,0.024,11.129,0.32,8.149,,18.091,0.165,15.989,0.206,15.3955,0.000606,14.2749,0.00743914
K2-263 b,K2-263,657756997089784960,657756997089784960,21276520,129.6821253,15.6806039,,,17.9731,0.02,15.0835,0.00772912,14.6406,0.00992787,11.4548,0.000689763,11.2809,0.00090567,11.4339,0.00227899,12.347999572753900,0.03099999949336050,11.605999946594200,0.041999999433755900,11.902000427246100,0.032999999821186100,11.38599967956540,0.03099999949336050,11.196000099182100,0.035999998450279200,11.975,,11.468,,11.281,,11.204,,11.163,,10.216,0.02,9.814,0.022,9.748,0.02,9.709,0.022,9.765,0.02,9.649,0.056,8.112,,12.348,0.031,11.568,0.046,11.4055,0.00068,10.9027,0.0061
HD 73583 b,HD 73583,5746824674801810816,5746824674801810816,101011575,129.6883026,-13.2565267,21.8484,0.3183,17.661,0.029,,,,,,,,,,,10.741999626159700,0.07000000029802320,9.75,0.0,10.361000061035200,0.007000000216066840,,,8.975000381469730,0.0,10.303,0.0177,9.274,0.0984,9.3539,0.0238,8.7991,0.0321,8.969,0.0762,7.649,0.026,7.092,0.051,6.948,0.024,6.85,0.037,6.963,0.021,6.921,0.017,6.723,0.084,10.742,0.07,9.67,0.03,9.27033,0.00048,8.5925,0.006
HD 73583 c,HD 73583,5746824674801810816,5746824674801810816,101011575,129.6883026,-13.2565267,21.8484,0.3183,17.661,0.029,,,,,,,,,,,10.741999626159700,0.07000000029802320,9.75,0.0,10.361000061035200,0.007000000216066840,,,8.975000381469730,0.0,10.303,0.0177,9.274,0.0984,9.3539,0.0238,8.7991,0.0321,8.969,0.0762,7.649,0.026,7.092,0.051,6.948,0.024,6.85,0.037,6.963,0.021,6.921,0.017,6.723,0.084,10.742,0.07,9.67,0.03,9.27033,0.00048,8.5925,0.006
HD 73344 b,HD 73344,666427539629086976,666427539629086976,175193677,129.6894456,23.6852651,,,,,,,,,,,,,,,,,,,,,,,,,7.922,0.001,,,,,6.0789,0.001,7.0716,0.001,5.836,0.018,5.64,0.034,5.567,0.018,5.582,0.151,5.421,0.058,5.619,0.015,5.536,0.038,7.438,0.024,6.89351,0.023,6.7468,0.000205,6.3687,0.006
K2-273 b,K2-273,659701895721176192,659701895721176192,175233369,129.7768928,19.0100046,,,20.5174,0.1777,16.1587,0.00725149,14.9882,0.00543053,13.2153,0.0015076,13.0429,0.002873,13.4481,0.00585938,14.256999969482400,0.03999999910593030,13.336000442504900,0.03400000184774400,13.763999938964800,0.03200000151991840,13.053999900817900,0.014000000432133700,12.82699966430660,0.027000000700354600,13.6902,0.0008,13.163,,12.949,,12.85,,12.775,0.0016,11.811,0.021,11.372,0.023,11.3,0.022,11.232,0.023,11.297,0.022,11.344,0.327,8.291,,14.257,0.04,13.246,0.08,13.1461,0.000319,12.5831,0.0061
K2-188 b,K2-188,666195851913506816,666195851913506816,175236511,129.8137008,23.3574367,,,17.5966,0.0542,15.4736,0.0102688,12.952,0.000964555,12.5372,0.000947799,12.4405,0.00100204,14.0147,0.0141738,13.218999862670900,0.014999999664723900,12.645999908447300,0.032999999821186100,12.873000144958500,0.004999999888241290,12.487000465393100,0.03999999910593030,12.649999618530300,0.5830000042915340,13.185,,12.776,,12.586,,12.472,,12.3555,0.0062,11.502,0.02,11.246,0.018,11.149,0.022,11.121,0.022,11.19,0.021,11.286,0.214,8.797,,13.219,0.015,12.657,0.092,12.4903,0.000144,12.0789,0.0069
K2-188 c,K2-188,666195851913506816,666195851913506816,175236511,129.8137008,23.3574367,,,17.5966,0.0542,15.4736,0.0102688,12.952,0.000964555,12.5372,0.000947799,12.4405,0.00100204,14.0147,0.0141738,13.218999862670900,0.014999999664723900,12.645999908447300,0.032999999821186100,12.873000144958500,0.004999999888241290,12.487000465393100,0.03999999910593030,12.649999618530300,0.5830000042915340,13.185,,12.776,,12.586,,12.472,,12.3555,0.0062,11.502,0.02,11.246,0.018,11.149,0.022,11.121,0.022,11.19,0.021,11.286,0.214,8.797,,13.219,0.015,12.657,0.092,12.4903,0.000144,12.0789,0.0069
HAT-P-13 b,HAT-P-13,1014520826353577088,1014520826353577088,20096620,129.8823772,47.3519076,,,16.7326,0.0232,,,,,,,,,,,11.26099967956540,0.16699999570846600,10.574999809265100,0.04399999976158140,11.312999725341800,0.6110000014305120,10.392999649047900,0.08699999749660490,10.208000183105500,0.061000000685453400,10.892,,10.503,,10.342,,10.265,,10.241,,9.328,0.018,9.058,0.017,8.975,0.017,8.962,0.024,9.007,0.021,8.935,0.03,8.925,0.45,11.147,0.114,10.421,0.008,10.4168,0.000254,9.9596,0.007
K2-146 c,K2-146,661192902209491456,661192902209491456,175261852,130.0266951,19.0923416,,,,,,,,,,,,,,,17.87299919128420,0.1679999977350240,16.24799919128420,0.0,16.94099998474120,0.0,15.517000198364300,0.0,14.204999923706100,0.18799999356269800,16.7548,0.0055,15.5782,0.0026,14.2748,0.0055,13.6907,0.0005,13.3848,0.0051,12.183,0.021,11.605,0.018,11.37,0.023,11.175,0.023,11.03,0.021,10.98,0.191,8.451,,17.873,-0.168,16.7,0.2,14.9834,0.000523,13.7247,0.00737962
K2-146 b,K2-146,661192902209491456,661192902209491456,175261852,130.0266951,19.0923416,,,,,,,,,,,,,,,17.87299919128420,0.1679999977350240,16.24799919128420,0.0,16.94099998474120,0.0,15.517000198364300,0.0,14.204999923706100,0.18799999356269800,16.7548,0.0055,15.5782,0.0026,14.2748,0.0055,13.6907,0.0005,13.3848,0.0051,12.183,0.021,11.605,0.018,11.37,0.023,11.175,0.023,11.03,0.021,10.98,0.191,8.451,,17.873,-0.168,16.7,0.2,14.9834,0.000523,13.7247,0.00737962
K2-102 b,K2-102,661310756111835392,661310756111835392,175262071,130.0558953,19.7787519,,,,,16.4107,0.00808409,15.5738,0.0142604,15.3331,0.0127785,15.7363,0.0142721,13.0118,0.00817262,,,,,,,,,,,13.494,,12.791,,12.529,,12.401,,12.3023,0.0041,11.282,0.022,10.739,0.02,10.64,0.02,10.58,0.023,10.655,0.02,10.543,0.131,8.514,,14.503,0.065,13.083,0.103,12.8466,0.000602,12.1854,0.0062
K2-339 b,K2-339,659493675706526848,659493675706526848,175241633,130.082542,18.6929046,,,,,17.3176,0.00964226,15.2099,0.00367961,14.354,0.00931256,14.31,0.00270213,13.8694,0.00439372,15.583999633789100,0.07500000298023220,14.635000228881800,0.04600000008940700,15.133000373840300,0.039000000804662700,14.244000434875500,0.01600000075995920,13.956999778747600,0.026000000536441800,15.0518,0.0029,14.2932,0.0031,14.0044,0.0019,13.9683,0.017,13.8026,0.0046,12.796,0.021,12.295,0.024,12.173,0.023,12.114,0.023,12.156,0.024,12.083,0.407,8.848,,15.584,0.075,14.487,0.206,14.3436,0.000523,13.7069,0.0075
K2-269 b,K2-269,603087247436468608,603087251731604480,21339280,130.1551381,13.0146799,21.4922,0.3294,15.79,0.0115,,,,,,,,,,,11.994999885559100,0.00800000037997961,11.515000343322800,0.02199999988079070,11.65999984741210,0.05000000074505810,11.82699966430660,0.8840000033378600,11.23900032043460,0.07900000363588330,11.991,,11.647,,11.508,,11.446,,11.428,,10.541,0.021,10.29,0.022,10.212,0.022,10.17,0.022,10.221,0.02,10.3,0.083,8.282,,12.367,0.41,11.784,0.028,11.377,0.00147,11.014,0.0078
K2-182 b,K2-182,601480723509077632,601480723509077632,366631954,130.180046,10.9829509,,,18.993,0.0654,15.247,0.00641978,12.5567,0.00116576,11.7948,0.00101081,11.5542,0.00132821,11.853,0.00333055,12.868000030517600,0.1120000034570690,11.996999740600600,0.06400000303983690,12.402999877929700,0.08399999886751180,11.723999977111800,0.02500000037252900,11.484000205993700,0.06700000166893010,12.463,,11.869,,11.609,,11.468,,11.406,,10.408,0.021,9.994,0.022,9.913,0.023,9.845,0.023,9.917,0.02,9.896,0.054,9.044,,12.868,0.112,11.833,0.069,11.7202,0.000589,11.1704,0.0061
K2-185 b,K2-185,609508120464763264,609508120464763264,337607207,130.2596625,14.6902225,,,,,15.0393,0.00739971,12.6014,0.000887375,12.1465,0.000938555,12.0216,0.00109314,13.3747,0.00892695,12.878000259399400,0.07000000029802320,12.21500015258790,0.03500000014901160,12.52400016784670,0.08699999749660490,12.375,0.6259999871253970,11.892999649047900,0.041999999433755900,12.404,,12.048,,11.949,,11.935,,11.928,,11.066,0.029,10.749,0.034,10.68,0.019,10.628,0.023,10.667,0.021,10.667,0.12,8.29,,12.878,0.07,12.235,0.08,12.0636,0.000189,11.6325,0.006
K2-185 c,K2-185,609508120464763264,609508120464763264,337607207,130.2596625,14.6902225,,,,,15.0393,0.00739971,12.6014,0.000887375,12.1465,0.000938555,12.0216,0.00109314,13.3747,0.00892695,12.878000259399400,0.07000000029802320,12.21500015258790,0.03500000014901160,12.52400016784670,0.08699999749660490,12.375,0.6259999871253970,11.892999649047900,0.041999999433755900,12.404,,12.048,,11.949,,11.935,,11.928,,11.066,0.029,10.749,0.034,10.68,0.019,10.628,0.023,10.667,0.021,10.667,0.12,8.29,,12.878,0.07,12.235,0.08,12.0636,0.000189,11.6325,0.006
TOI-564 b,TOI-564,5710154317045164416,5710154317045164416,1003831,130.2951535,-16.0363275,,,17.2839,0.0334,,,,,,,,,,,11.998000144958500,0.03400000184774400,11.307999610900900,0.028999999165535000,11.581000328064000,0.029999999329447700,11.079000473022500,0.03700000047683720,10.972000122070300,0.17800000309944200,11.435,,11.045,,10.939,,10.925,,10.911,,10.044,0.027,9.71,0.026,9.604,0.022,9.562,0.023,9.598,0.02,9.587,0.041,8.231,,11.789,0.209,11.097,0.014,11.1424,0.000599,10.6701,0.0061
