pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,ra,dec,FUVmag,e_FUVmag,NUVmag,e_NUVmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Bmag,e_Bmag,Vmag,e_Vmag,gpmag,e_gpmag,rpmag,e_rpmag,ipmag,e_ipmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,tic_Bmag,tic_e_Bmag,tic_Vmag,tic_e_Vmag,gaiamag,e_gaiamag,Tmag,e_Tmag
Kepler-226 b,Kepler-226,2128504397979254528,2128504397979254528,63204017,292.3760942,47.8809596,,,,,,,,,,,,,,,,,,,,,,,,,15.9139,0.0042,15.3525,0.0031,15.1648,0.0023,15.0979,0.0038,15.0511,0.0033,14.114,0.029,13.724,0.035,13.633,0.053,13.638,0.025,13.679,0.028,12.919,,9.39,,16.694,0.046,15.563,0.172,15.4026,0.000413,14.8691,0.0064
Kepler-226 d,Kepler-226,2128504397979254528,2128504397979254528,63204017,292.3760942,47.8809596,,,,,,,,,,,,,,,,,,,,,,,,,15.9139,0.0042,15.3525,0.0031,15.1648,0.0023,15.0979,0.0038,15.0511,0.0033,14.114,0.029,13.724,0.035,13.633,0.053,13.638,0.025,13.679,0.028,12.919,,9.39,,16.694,0.046,15.563,0.172,15.4026,0.000413,14.8691,0.0064
Kepler-1313 b,Kepler-1313,2125713940547834496,2125713940547834496,63213622,292.388582,42.2332767,,,,,,,,,,,,,,,12.692000389099100,0.2770000100135800,11.98799991607670,0.035999998450279200,12.288000106811500,0.13699999451637300,11.760000228881800,0.023000000044703500,11.586999893188500,0.04899999871850010,12.201,,11.722,,11.557,,11.494,,11.46,,10.522,0.021,10.13,0.017,10.088,0.016,10.033,0.022,10.074,0.02,10.0,0.042,8.735,,12.434,0.352,12.363,0.032,11.7892,0.000574,11.2692,0.0062
Kepler-1534 b,Kepler-1534,2125960402948600704,2125960402948600704,63285279,292.395373,43.8691326,,,,,,,,,,,,,,,16.881999969482400,0.0,15.942000389099100,0.0,16.275999069213900,0.0689999982714653,15.644000053405800,0.10499999672174500,15.451000213623000,0.023000000044703500,16.3683,0.0138,15.8231,0.0128,15.6968,0.022,15.5674,0.0365,15.7175,0.0253,14.392,0.028,13.956,0.04,13.93,0.064,13.909,0.025,13.914,0.032,13.082,,9.39,,,,16.429,0.0469,16.2352,0.001727,15.7228,0.0074
Kepler-637 b,Kepler-637,2053626934575934464,2053626934575934464,137626872,292.4172566,41.4168384,,,,,,,,,,,,,,,13.923999786377000,0.026000000536441800,13.295999526977500,0.03400000184774400,13.538000106811500,0.032999999821186100,13.178999900817900,0.08900000154972080,13.111000061035200,0.07599999755620960,13.6267,0.0224,13.454,,13.357,,13.2811,0.0028,13.2644,0.0021,12.459,0.023,12.227,0.023,12.182,0.023,12.12,0.027,12.149,0.027,12.084,0.234,9.203,,13.924,0.026,13.5,0.103,13.3288,0.000242,12.9667,0.0085
Kepler-356 b,Kepler-356,2051842839520109568,2051842839520109568,137636895,292.4210998,37.6827919,,,,,15.1396,0.00536062,14.6274,0.00653994,13.0849,0.00176538,14.4178,0.0106373,13.5573,0.00560036,,,,,,,,,,,13.295,,12.998,,12.895,,12.866,,12.8397,0.004,12.0,0.022,11.745,0.022,11.704,0.021,11.668,0.023,11.701,0.022,11.589,0.17,8.977,,13.873,0.066,13.058,0.126,12.9654,0.00035,12.5639,0.0087
Kepler-356 c,Kepler-356,2051842839520109568,2051842839520109568,137636895,292.4210998,37.6827919,,,,,15.1396,0.00536062,14.6274,0.00653994,13.0849,0.00176538,14.4178,0.0106373,13.5573,0.00560036,,,,,,,,,,,13.295,,12.998,,12.895,,12.866,,12.8397,0.004,12.0,0.022,11.745,0.022,11.704,0.021,11.668,0.023,11.701,0.022,11.589,0.17,8.977,,13.873,0.066,13.058,0.126,12.9654,0.00035,12.5639,0.0087
Kepler-1452 b,Kepler-1452,2051937638040407808,2051937638040407808,137635103,292.422792,38.2662824,,,,,15.0434,0.00430508,13.9815,0.00939372,13.6108,0.00922866,15.1205,0.0123394,13.0626,0.00410867,,,,,,,,,,,13.376,,13.017,,12.902,,12.873,,12.85,0.0039,11.983,0.022,11.663,0.023,11.635,0.021,11.559,0.023,11.6,0.021,11.545,0.179,9.274,,13.997,0.066,13.215,0.103,13.0714,0.000345,12.6223,0.0089
Kepler-606 b,Kepler-606,2126360831342941696,2126360831342941696,63286249,292.42737,44.3812406,,,,,,,,,,,,,,,,,,,,,,,,,15.0472,0.0013,14.6432,0.0022,14.5141,0.0025,14.4679,0.0017,14.4302,0.0029,13.583,0.024,13.28,0.022,13.202,0.036,13.146,0.024,13.24,0.028,12.529,,8.923,,15.597,0.043,14.895,0.08,14.6644,0.000306,14.2132,0.0088
Kepler-1871 b,Kepler-1871,2051948633156991232,2051948633156991232,137634508,292.4275044,38.4728824,,,,,,,,,,,,,,,,,,,,,,,,,15.044,0.002,14.495,0.0015,14.3338,0.0052,14.2823,0.0018,14.2371,0.0019,13.324,0.025,12.983,0.025,12.841,0.032,12.819,0.025,12.868,0.027,12.229,0.275,8.679,,15.168,0.067,14.822,0.114,14.544,0.000272,14.0227,0.0074
Kepler-1828 b,Kepler-1828,2051816485600508544,2051816485600508544,137638020,292.4275963,37.3207616,,,,,16.8915,0.00853108,15.3757,0.0031602,14.8255,0.00303954,14.6304,0.00341557,14.5544,0.00437601,,,,,,,,,,,15.3608,0.0067,14.8628,0.0017,14.6924,0.0023,14.6241,0.0037,14.5795,0.0032,13.695,0.024,13.328,0.024,13.333,0.035,13.244,0.024,13.3,0.03,12.464,,8.882,,15.453,0.066,14.985,0.103,14.8984,0.000323,14.3896,0.0076
Kepler-1387 b,Kepler-1387,2125871960984455552,2125871960984455552,63284044,292.4403029,43.2093456,,,,,,,,,,,,,,,15.713000297546400,0.008999999612569810,14.880000114440900,0.013000000268220900,15.210000038147000,0.027000000700354600,14.508999824523900,0.03200000151991840,14.220999717712400,0.0430000014603138,15.2744,0.0021,14.543,0.0038,14.2761,0.0039,14.1652,0.0014,14.0765,0.0032,13.06,0.022,12.57,0.023,12.514,0.028,12.38,0.022,12.473,0.022,12.196,0.23,9.452,,15.713,0.009,14.727,0.046,14.5804,0.000347,13.9551,0.0071
Kepler-563 b,Kepler-563,2128258141734121600,2128258141734121600,63289401,292.4461832,46.2897548,,,,,,,,,,,,,,,16.017000198364300,0.0,15.015000343322800,0.0,15.541999816894500,0.0,14.602999687194800,0.0,14.312000274658200,0.006000000052154060,15.3482,0.0024,14.6814,0.003,14.4589,1E-04,14.3691,0.0034,14.2873,0.0024,13.358,0.023,12.831,0.017,12.773,0.03,12.708,0.023,12.783,0.023,12.745,0.367,9.538,,16.017,0.0,14.901,0.08,14.7389,0.000382,14.1494,0.0065
HAT-P-59 b,HAT-P-59,2241743203599727744,2241743203599727744,229400092,292.4588212,62.5291892,,,18.0659,0.044,14.6572,0.00480994,12.4166,0.000867856,11.7641,0.000669577,11.6022,0.000679155,12.7647,0.00537107,12.581000328064000,0.09399999678134920,11.883000373840300,0.06499999761581420,12.156000137329100,0.10499999672174500,11.649999618530300,0.05000000074505810,11.477999687194800,0.05000000074505810,12.109,,11.713,,11.564,,11.503,,11.486,,10.581,0.02,10.268,0.018,10.208,0.022,10.162,0.023,10.214,0.02,10.174,0.043,9.088,,12.852,0.311,11.64,0.034,11.6787,0.000344,11.2086,0.006
Kepler-1966 b,Kepler-1966,2053614049674000512,2053614049674000512,137627194,292.4637788,41.2990438,,,,,,,,,,,,,,,,,,,,,,,,,15.4055,0.0024,14.7601,0.0042,14.4931,0.0008,14.3726,0.0031,14.2848,0.0027,13.255,0.035,12.76,0.036,12.643,0.038,12.503,0.035,12.518,0.039,12.139,0.288,8.77,,16.078,0.034,15.222,0.309,14.7889,0.000353,14.1873,0.0072
Kepler-1797 b,Kepler-1797,2126749165104841088,2126749165104841088,63288848,292.4642406,45.9682799,,,,,,,,,,,,,,,16.013999938964800,0.03500000014901160,15.508000373840300,0.0,15.711000442504900,0.04500000178813930,15.317000389099100,0.09600000083446500,15.175999641418500,0.0,15.6555,0.0022,15.2676,0.0022,15.1429,0.004,15.1181,0.0065,15.0957,0.0047,14.21,0.025,13.92,0.029,13.83,0.058,13.775,0.025,13.877,0.031,13.118,,9.131,,16.014,-0.035,15.421,0.081,15.293,0.000384,14.8525,0.0068
Kepler-263 b,Kepler-263,2051832634677771008,2051832634677771008,137637249,292.4698022,37.5677941,,,,,17.9565,0.0125466,16.09,0.0033266,15.3685,0.00353162,15.1046,0.00358052,14.9785,0.00469521,,,,,,,,,,,16.0158,0.0016,15.3832,0.01,15.1421,0.0031,15.0494,0.0028,14.9727,0.0037,13.994,0.03,13.531,0.031,13.548,0.048,13.326,0.025,13.39,0.029,12.508,,9.189,,15.874,0.069,15.435,0.137,15.4167,0.00046,14.8343,0.0088
Kepler-263 c,Kepler-263,2051832634677771008,2051832634677771008,137637249,292.4698022,37.5677941,,,,,17.9565,0.0125466,16.09,0.0033266,15.3685,0.00353162,15.1046,0.00358052,14.9785,0.00469521,,,,,,,,,,,16.0158,0.0016,15.3832,0.01,15.1421,0.0031,15.0494,0.0028,14.9727,0.0037,13.994,0.03,13.531,0.031,13.548,0.048,13.326,0.025,13.39,0.029,12.508,,9.189,,15.874,0.069,15.435,0.137,15.4167,0.00046,14.8343,0.0088
Kepler-1345 b,Kepler-1345,2126749714860677632,2126749714860677632,63288941,292.4779428,46.022821,,,,,,,,,,,,,,,14.326000213623000,0.04100000113248830,13.868000030517600,0.0,14.026000022888200,0.05400000140070920,13.727999687194800,0.05999999865889550,13.600000381469700,0.019999999552965200,13.9822,0.0128,13.7253,0.0047,13.6471,0.0017,13.6303,0.0032,13.6485,0.0016,12.802,0.021,12.575,0.018,12.563,0.027,12.243,0.022,12.172,0.023,11.656,0.174,9.471,,14.326,0.041,13.775,0.172,13.705,0.000236,13.3496,0.0075
Kepler-798 b,Kepler-798,2125709405062046976,2125709405062046976,63214717,292.4782785,42.1422821,,,,,,,,,,,,,,,15.01099967956540,0.041999999433755900,14.300999641418500,0.03500000014901160,14.595999717712400,0.052000001072883600,14.164999961853000,0.052000001072883600,14.034000396728500,0.07000000029802320,14.5022,0.0018,14.1506,0.0022,14.0426,0.0015,14.0153,0.0005,14.0111,0.0028,13.144,0.025,12.87,0.028,12.838,0.033,12.731,0.023,12.781,0.024,12.169,0.273,9.29,,15.011,0.042,14.221,0.08,14.1648,0.000269,13.751,0.0084
Kepler-275 c,Kepler-275,2051950454223150720,2051950454223150720,137634395,292.4797004,38.5149018,,,,,,,,,,,,,,,,,,,,,,,,,15.6169,0.003,15.2689,0.0018,15.1714,0.0024,15.1515,0.0036,15.1168,0.0032,14.277,0.03,14.027,0.034,13.957,0.057,13.979,0.026,14.088,0.035,12.54,,9.322,,15.697,0.068,15.289,0.115,15.2874,0.000478,14.8751,0.0071
Kepler-275 b,Kepler-275,2051950454223150720,2051950454223150720,137634395,292.4797004,38.5149018,,,,,,,,,,,,,,,,,,,,,,,,,15.6169,0.003,15.2689,0.0018,15.1714,0.0024,15.1515,0.0036,15.1168,0.0032,14.277,0.03,14.027,0.034,13.957,0.057,13.979,0.026,14.088,0.035,12.54,,9.322,,15.697,0.068,15.289,0.115,15.2874,0.000478,14.8751,0.0071
Kepler-275 d,Kepler-275,2051950454223150720,2051950454223150720,137634395,292.4797004,38.5149018,,,,,,,,,,,,,,,,,,,,,,,,,15.6169,0.003,15.2689,0.0018,15.1714,0.0024,15.1515,0.0036,15.1168,0.0032,14.277,0.03,14.027,0.034,13.957,0.057,13.979,0.026,14.088,0.035,12.54,,9.322,,15.697,0.068,15.289,0.115,15.2874,0.000478,14.8751,0.0071
Kepler-478 b,Kepler-478,2128256492468364160,2128256492466658176,63289259,292.4870063,46.196187,,,,,,,,,,,,,,,15.0600004196167,0.039000000804662700,14.164999961853000,0.00800000037997961,14.555999755859400,0.03700000047683720,13.857000350952100,0.1080000028014180,13.538000106811500,0.04800000041723250,14.507,0.0044,13.9211,0.004,14.2209,0.2395,13.6053,0.0077,13.5607,0.0019,12.57,0.023,12.113,0.017,12.005,0.022,11.897,0.024,12.019,0.024,11.821,,9.43,,15.06,0.039,14.156,0.137,13.9672,0.001501,13.4089,0.0062
Kepler-344 b,Kepler-344,2128263364414395136,2128263364414395136,63289452,292.4996101,46.3243406,,,,,,,,,,,,,,,16.336999893188500,0.04100000113248830,15.565999984741200,0.0,15.904999732971200,0.07999999821186070,15.309000015258800,0.07699999958276750,15.126999855041500,0.06499999761581420,15.7701,0.0027,15.2549,0.0032,15.0866,0.0041,15.0412,0.0054,14.9979,0.0031,14.082,0.025,13.709,0.031,13.66,0.054,13.638,0.025,13.721,0.029,13.08,0.518,9.495,,16.337,-0.041,15.539,0.629,15.3025,0.000442,14.7913,0.007
Kepler-344 c,Kepler-344,2128263364414395136,2128263364414395136,63289452,292.4996101,46.3243406,,,,,,,,,,,,,,,16.336999893188500,0.04100000113248830,15.565999984741200,0.0,15.904999732971200,0.07999999821186070,15.309000015258800,0.07699999958276750,15.126999855041500,0.06499999761581420,15.7701,0.0027,15.2549,0.0032,15.0866,0.0041,15.0412,0.0054,14.9979,0.0031,14.082,0.025,13.709,0.031,13.66,0.054,13.638,0.025,13.721,0.029,13.08,0.518,9.495,,16.337,-0.041,15.539,0.629,15.3025,0.000442,14.7913,0.007
Kepler-1649 b,Kepler-1649,2125699062780742016,2125699062780742016,63283780,292.5029676,41.8299933,,,,,,,,,,,,,,,,,,,,,,,,,18.1869,0.006,16.9676,0.0053,15.5488,0.0021,14.8888,0.0047,14.5982,0.0042,11.992,0.019,11.449,0.017,11.313,0.016,11.247,0.023,11.328,0.021,11.276,0.108,9.516,,15.367,0.049,14.126,0.137,13.8043,0.000531,13.0702,0.0061
Kepler-1649 c,Kepler-1649,2125699062780742016,2125699062780742016,63283780,292.5029676,41.8299933,,,,,,,,,,,,,,,,,,,,,,,,,18.1869,0.006,16.9676,0.0053,15.5488,0.0021,14.8888,0.0047,14.5982,0.0042,11.992,0.019,11.449,0.017,11.313,0.016,11.247,0.023,11.328,0.021,11.276,0.108,9.516,,15.367,0.049,14.126,0.137,13.8043,0.000531,13.0702,0.0061
Kepler-210 c,Kepler-210,2125864573640675968,2125864573640675968,137558813,292.5034196,43.0832188,,,,,,,,,,,,,,,15.366999626159700,0.04899999871850010,14.279000282287600,0.050999999046325700,14.774999618530300,0.01600000075995920,13.78600025177000,0.05000000074505810,13.381999969482400,0.08500000089406970,14.7638,0.0038,13.7486,0.012,13.39,0.0,13.2308,0.0077,13.0941,0.0024,13.379,0.023,12.852,0.02,12.589,0.026,12.461,0.024,12.227,0.023,12.085,0.23,9.047,,,,17.95,0.2,16.2682,0.001018,14.9673,0.00752692
Kepler-210 b,Kepler-210,2125864573640675968,2125864573640675968,137558813,292.5034196,43.0832188,,,,,,,,,,,,,,,15.366999626159700,0.04899999871850010,14.279000282287600,0.050999999046325700,14.774999618530300,0.01600000075995920,13.78600025177000,0.05000000074505810,13.381999969482400,0.08500000089406970,14.7638,0.0038,13.7486,0.012,13.39,0.0,13.2308,0.0077,13.0941,0.0024,13.379,0.023,12.852,0.02,12.589,0.026,12.461,0.024,12.227,0.023,12.085,0.23,9.047,,,,17.95,0.2,16.2682,0.001018,14.9673,0.00752692
Kepler-1825 b,Kepler-1825,2125760772871583744,2125760772871583744,63282889,292.5140647,42.6517554,,,,,,,,,,,,,,,15.369000434875500,0.03400000184774400,14.71500015258790,0.04600000008940700,14.946000099182100,0.019999999552965200,14.347000122070300,0.04600000008940700,14.10099983215330,0.05999999865889550,15.032,0.0097,14.3375,0.0011,14.0801,0.0022,13.9829,0.0036,13.8927,0.003,12.891,0.021,12.402,0.02,12.348,0.023,12.281,0.023,12.339,0.022,12.167,,9.375,,15.369,0.034,14.605,0.114,14.3827,0.000267,13.7731,0.0061
Kepler-1965 b,Kepler-1965,2051918293507634048,2051918293507634048,137635841,292.5147146,38.0219872,,,,,15.54,0.00463567,14.0734,0.00265658,13.6208,0.00319012,16.6656,0.0156601,13.3834,0.00356829,,,,,,,,,,,14.0519,0.0018,13.6218,0.0,13.482,,13.4507,0.0036,13.4084,0.0015,12.53,0.02,12.152,0.023,12.12,0.023,12.07,0.023,12.093,0.022,11.164,0.105,9.072,0.458,14.246,0.065,13.839,0.16,13.6415,0.000234,13.1776,0.0061
Kepler-1918 b,Kepler-1918,2125711432287012992,2125711432287012992,63214893,292.530546,42.2145765,,,,,,,,,,,,,,,16.33799934387210,0.0,16.02899932861330,0.0,16.259000778198200,0.04100000113248830,15.560999870300300,0.0,15.487000465393100,0.0,16.2012,0.0042,15.6585,0.0024,15.4725,0.0008,15.4019,0.0019,15.3489,0.0049,14.421,0.04,14.063,0.051,14.053,0.074,13.601,0.025,13.711,0.03,12.887,,9.502,,16.338,0.0,15.533,0.172,15.7023,0.00101,15.1696,0.0075
Kepler-956 b,Kepler-956,2129703552846891136,2129703552846891136,424867045,292.5308289,49.0616555,,,,,,,,,,,,,,,,,,,,,,,,,13.6407,0.0044,13.413,,13.269,,13.1687,0.0043,13.1474,0.0022,12.284,0.025,11.975,0.031,11.958,0.02,11.891,0.023,11.954,0.021,12.25,0.246,9.529,,14.483,0.0,13.387,0.069,13.2889,0.000272,12.8689,0.0062
Kepler-1426 b,Kepler-1426,2129811201907123840,2129811201907123840,26656435,292.5457096,49.4168981,,,,,,,,,,,,,,,16.01799964904790,0.05400000140070920,15.357999801635700,0.0560000017285347,15.609999656677200,0.05999999865889550,15.236000061035200,0.0560000017285347,14.956000328064000,0.09000000357627870,15.5459,0.0031,15.1316,0.001,14.9882,0.0036,14.9665,0.0088,14.9168,0.0064,14.032,0.026,13.734,0.029,13.645,0.053,13.603,0.025,13.645,0.028,13.415,,9.8,,16.018,0.054,15.464,0.046,15.1663,0.00116,14.7045,0.0061
Kepler-1147 b,Kepler-1147,2053636452223709696,2053636452223709696,137757057,292.5474753,41.6429221,,,,,,,,,,,,,,,16.354000091552700,0.024000000208616300,15.564000129699700,0.07699999958276750,15.916000366210900,0.08100000023841860,15.375,0.05299999937415120,15.258999824523900,0.09700000286102300,15.7782,0.0021,15.3288,0.0023,15.1764,0.0035,15.1251,0.0041,15.0807,0.0045,14.179,0.025,13.891,0.03,13.877,0.054,13.803,0.026,13.942,0.033,12.61,,9.402,,16.354,0.024,15.613,0.103,15.3564,0.000393,14.8752,0.007
Kepler-1905 b,Kepler-1905,2128263776731304960,2128263776731304960,63362238,292.5733475,46.3668273,,,,,,,,,,,,,,,15.96399974823000,0.04899999871850010,15.199999809265100,0.0,15.562000274658200,0.05299999937415120,14.970000267028800,0.04100000113248830,14.805999755859400,0.0860000029206276,15.4033,0.0028,14.9632,0.0024,14.8138,0.001,14.7873,0.0033,14.7566,0.0037,13.862,0.024,13.488,0.018,13.487,0.045,13.44,0.024,13.502,0.028,12.714,,9.643,,15.964,0.049,15.086,0.103,14.9902,0.000439,14.5213,0.0064
Kepler-1741 b,Kepler-1741,2053093637076689664,2053093637076689664,137689252,292.577073,39.120939,,,,,,,,,,,,,,,,,,,,,,,,,17.0839,0.0039,15.8379,0.0017,15.0876,0.0027,14.7304,0.0056,14.5485,0.0037,13.409,0.025,12.758,0.024,12.611,,12.382,0.023,12.371,0.024,12.364,0.324,8.915,,17.196,0.064,16.154,0.15,15.6903,0.00065,14.7582,0.0063
Kepler-1890 b,Kepler-1890,2053515849540816768,2053515849540816768,137754713,292.5778203,40.6679032,,,,,,,,,,,,,,,13.423999786377000,0.03500000014901160,12.902999877929700,0.027000000700354600,13.055000305175800,0.008999999612569810,12.753000259399400,0.05299999937415120,12.675000190734900,0.06599999964237210,13.293,,12.961,,12.828,,12.765,,12.6841,0.0018,11.851,0.022,11.616,0.022,11.566,0.021,11.478,0.023,11.502,0.021,11.386,0.119,9.026,,13.424,0.035,12.916,0.08,12.779,0.000207,12.4011,0.0091
Kepler-1624 b,Kepler-1624,2051815759742763264,2051815759742763264,137683938,292.5798564,37.3762616,,,,,19.957,0.0410053,17.3562,0.00468541,15.9936,0.00372154,14.9626,0.0037154,14.4495,0.00402497,,,,,,,,,,,17.1831,0.0043,15.9902,0.003,15.0051,0.0027,14.5613,0.0023,14.3424,0.0017,13.141,0.022,12.504,0.02,12.312,0.025,12.179,0.022,12.156,0.023,11.995,0.24,8.802,,18.17,0.165,16.597,0.137,15.6681,0.000611,14.5505,0.00745969
Kepler-256 b,Kepler-256,2128250926189039488,2128250926189039488,63362772,292.58042,46.0973588,,,,,,,,,,,,,,,,,,,,,,,,,15.4564,0.0025,14.9685,0.0024,14.8292,0.0034,14.7922,0.002,14.7524,0.0053,13.824,0.024,13.496,0.025,13.424,0.043,13.091,0.024,13.176,0.029,11.679,0.168,9.364,,15.909,0.043,15.178,0.103,15.0151,0.000334,14.524,0.0068
Kepler-256 d,Kepler-256,2128250926189039488,2128250926189039488,63362772,292.58042,46.0973588,,,,,,,,,,,,,,,,,,,,,,,,,15.4564,0.0025,14.9685,0.0024,14.8292,0.0034,14.7922,0.002,14.7524,0.0053,13.824,0.024,13.496,0.025,13.424,0.043,13.091,0.024,13.176,0.029,11.679,0.168,9.364,,15.909,0.043,15.178,0.103,15.0151,0.000334,14.524,0.0068
Kepler-256 c,Kepler-256,2128250926189039488,2128250926189039488,63362772,292.58042,46.0973588,,,,,,,,,,,,,,,,,,,,,,,,,15.4564,0.0025,14.9685,0.0024,14.8292,0.0034,14.7922,0.002,14.7524,0.0053,13.824,0.024,13.496,0.025,13.424,0.043,13.091,0.024,13.176,0.029,11.679,0.168,9.364,,15.909,0.043,15.178,0.103,15.0151,0.000334,14.524,0.0068
Kepler-256 e,Kepler-256,2128250926189039488,2128250926189039488,63362772,292.58042,46.0973588,,,,,,,,,,,,,,,,,,,,,,,,,15.4564,0.0025,14.9685,0.0024,14.8292,0.0034,14.7922,0.002,14.7524,0.0053,13.824,0.024,13.496,0.025,13.424,0.043,13.091,0.024,13.176,0.029,11.679,0.168,9.364,,15.909,0.043,15.178,0.103,15.0151,0.000334,14.524,0.0068
Kepler-884 b,Kepler-884,2129894833511828864,2129894833510904448,26657091,292.5844328,49.9232012,,,,,,,,,,,,,,,13.729000091552700,0.164000004529953,13.156000137329100,0.0689999982714653,13.394000053405800,0.11299999803304700,13.02299976348880,0.07599999755620960,12.847999572753900,0.0,13.4174,0.002,13.185,,12.996,,12.904,,12.8438,0.002,11.931,0.021,11.595,0.017,11.547,0.018,11.467,0.023,11.513,0.021,11.544,0.104,9.516,,13.729,0.164,13.164,0.08,13.0469,0.000648,12.605,0.0061
Kepler-1786 b,Kepler-1786,2051947739803854336,2051947739803854336,137687477,292.5877743,38.5219827,,,,,,,,,,,,,,,,,,,,,,,,,14.4805,0.0035,14.0464,0.0049,13.9529,0.0165,13.8677,0.0039,13.8363,0.002,12.963,0.036,12.656,0.04,12.627,0.04,11.974,0.023,12.058,0.022,12.038,0.199,9.398,,12.763,0.06,14.088,0.115,14.0789,0.000225,13.6164,0.0073
Kepler-1678 b,Kepler-1678,2051934236426454784,2051934236426454784,137687119,292.5916297,38.3995629,,,,,,,,,,,,,,,,,,,,,,,,,15.3224,0.0039,14.8783,0.0034,14.7339,0.0023,14.6823,0.0033,14.6357,0.0027,13.773,0.026,13.389,0.03,13.371,0.041,13.2,0.025,13.198,0.03,12.814,,9.355,,15.317,0.066,15.02,0.092,14.9068,0.000353,14.4292,0.0078
TOI-6000 b,TOI-6000,2261062378812852992,,259233660,292.6062979,68.1545924,,,,,,,,,,,,,,,17.01799964904790,0.1379999965429310,15.454000473022500,0.14800000190734900,16.138999938964800,0.0,14.885000228881800,0.1080000028014180,13.996999740600600,0.5360000133514400,16.0728,0.0037,14.9098,0.0021,13.672,0.005,13.1299,0.0015,12.8447,0.0025,11.659,0.023,11.125,0.023,10.866,0.019,10.723,0.023,10.569,0.021,10.489,0.045,9.207,,17.018,-0.138,15.454,0.148,14.3736,0.000509,13.1638,0.00744568
Kepler-993 b,Kepler-993,2126373303927596160,2126373303927596160,63365721,292.6141076,44.3946644,,,,,,,,,,,,,,,,,,,,,,,,,17.3413,0.0019,16.1147,0.0038,15.31,0.002,14.9462,0.0007,14.7749,0.0035,13.587,0.023,12.893,0.018,12.729,0.028,12.649,0.024,12.678,0.024,12.765,0.494,9.18,,18.335,0.162,16.608,0.183,15.9243,0.000761,14.8953,0.00744993
Kepler-1869 b,Kepler-1869,2125751461382627840,2125751461382627840,63368895,292.6149958,42.7643438,,,,,,,,,,,,,,,10.687999725341800,0.03099999949336050,10.276000022888200,0.010999999940395400,,,,,,,11.6515,0.0018,10.3424,0.0673,10.6888,0.1436,8.8047,0.0038,12.1711,0.1343,9.052,0.021,8.761,0.017,8.693,0.015,8.646,0.023,8.691,0.021,8.64,0.022,8.727,0.294,10.957,0.078,10.31,0.005,10.0911,0.00041,9.6523,0.0061
Kepler-1869 c,Kepler-1869,2125751461382627840,2125751461382627840,63368895,292.6149958,42.7643438,,,,,,,,,,,,,,,10.687999725341800,0.03099999949336050,10.276000022888200,0.010999999940395400,,,,,,,11.6515,0.0018,10.3424,0.0673,10.6888,0.1436,8.8047,0.0038,12.1711,0.1343,9.052,0.021,8.761,0.017,8.693,0.015,8.646,0.023,8.691,0.021,8.64,0.022,8.727,0.294,10.957,0.078,10.31,0.005,10.0911,0.00041,9.6523,0.0061
Kepler-1514 b,Kepler-1514,2051866238502437632,2051866238502437632,137685450,292.6274943,37.8601653,,,,,14.586,0.00535647,12.3564,0.000940433,14.3464,0.00926334,11.8531,0.000781972,13.1034,0.00660134,,,,,,,,,,,12.076,,11.836,,11.774,,11.776,,11.788,,10.953,0.02,10.728,0.02,10.688,0.018,10.649,0.023,10.664,0.022,10.684,0.07,9.068,,12.482,0.319,11.766,0.022,11.8292,0.000166,11.4605,0.0061
Kepler-1514 c,Kepler-1514,2051866238502437632,2051866238502437632,137685450,292.6274943,37.8601653,,,,,14.586,0.00535647,12.3564,0.000940433,14.3464,0.00926334,11.8531,0.000781972,13.1034,0.00660134,,,,,,,,,,,12.076,,11.836,,11.774,,11.776,,11.788,,10.953,0.02,10.728,0.02,10.688,0.018,10.649,0.023,10.664,0.022,10.684,0.07,9.068,,12.482,0.319,11.766,0.022,11.8292,0.000166,11.4605,0.0061
Kepler-327 d,Kepler-327,2126336710805475712,2126336710805475712,63366281,292.6422963,44.0876251,,,,,,,,,,,,,,,17.246000289917000,0.1080000028014180,15.755999565124500,0.035999998450279200,16.540000915527300,0.010999999940395400,15.12600040435790,0.05999999865889550,14.487000465393100,0.054999999701976800,16.3047,0.0031,15.0971,0.002,14.4137,0.0041,14.0926,0.0025,13.9273,0.0014,12.794,0.023,12.11,0.018,11.956,0.022,11.863,0.023,11.867,0.022,11.725,0.141,9.13,,17.246,0.108,15.611,0.149,14.9804,0.000386,14.0142,0.00733641
Kepler-327 b,Kepler-327,2126336710805475712,2126336710805475712,63366281,292.6422963,44.0876251,,,,,,,,,,,,,,,17.246000289917000,0.1080000028014180,15.755999565124500,0.035999998450279200,16.540000915527300,0.010999999940395400,15.12600040435790,0.05999999865889550,14.487000465393100,0.054999999701976800,16.3047,0.0031,15.0971,0.002,14.4137,0.0041,14.0926,0.0025,13.9273,0.0014,12.794,0.023,12.11,0.018,11.956,0.022,11.863,0.023,11.867,0.022,11.725,0.141,9.13,,17.246,0.108,15.611,0.149,14.9804,0.000386,14.0142,0.00733641
