pl_name,hostname,gaia_dr3_id,ra,dec,fuvmag,e_fuvmag,nuvmag,e_nuvmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,vmag,e_vmag,bmag,e_bmag,gprimemag,e_gprimemag,rprimemag,e_rprimemag,iprimemag,e_iprimemag,gaiaGmag,e_gaiaGmag,gaiaBPmag,e_gaiaBPmag,gaiaRPmag,e_gaiaRPmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag
Kepler-478 b,Kepler-478,2128256492468364160,292.4870063,46.196187,,,,,,,,,,,,,,,14.165,0.008,15.06,0.039,14.556,0.037,13.857,0.108,13.538,0.048,14.0491258078,0.0575481441087562,14.38287300255,0.0292178385175789,13.31409926763,0.0242642083468236,14.5069999694824,0.0043529998511076,13.9210996627808,0.0040110000409185,14.2208995819092,0.239530995488167,13.605299949646,0.0077120000496506,13.5607004165649,0.0019249999895691,12.57,0.023,12.113,0.017,12.005,0.022,11.897,0.024,12.019,0.024,11.821,,9.43,
Kepler-344 b,Kepler-344,2128263364414395136,292.4996101,46.3243406,,,,,,,,,,,,,,,15.566,0.0,16.337,0.041,15.905,0.08,15.309,0.077,15.127,0.065,15.289085250675,0.0171485194084744,15.6866440687043,0.0449022763511998,14.726386679761,0.038734212406508,15.7700996398926,0.0026499999221414,15.2548999786377,0.0032379999756813,15.0866003036499,0.0041189999319613,15.0411996841431,0.0054270001128315,14.9979000091553,0.003133000107482,14.082,0.025,13.709,0.031,13.66,0.054,13.638,0.025,13.721,0.029,13.08,0.518,9.495,
Kepler-344 c,Kepler-344,2128263364414395136,292.4996101,46.3243406,,,,,,,,,,,,,,,15.566,0.0,16.337,0.041,15.905,0.08,15.309,0.077,15.127,0.065,15.289085250675,0.0171485194084744,15.6866440687043,0.0449022763511998,14.726386679761,0.038734212406508,15.7700996398926,0.0026499999221414,15.2548999786377,0.0032379999756813,15.0866003036499,0.0041189999319613,15.0411996841431,0.0054270001128315,14.9979000091553,0.003133000107482,14.082,0.025,13.709,0.031,13.66,0.054,13.638,0.025,13.721,0.029,13.08,0.518,9.495,
Kepler-1649 b,Kepler-1649,2125699062780742016,292.5029676,41.8299933,,,,,,,,,,,,,,,,,,,,,,,,,16.243010293686,0.0257659213575275,17.8249139830583,0.0842331710370256,15.031324626296,0.0422337280793284,18.1868991851807,0.0059639997780323,16.9675998687744,0.0053079999051988,15.5488004684448,0.0020570000633597,14.8887996673584,0.0046640001237392,14.5981998443604,0.0041760001331567,13.379,0.023,12.852,0.02,12.589,0.026,12.461,0.024,12.227,0.023,12.085,0.23,9.047,
Kepler-1649 c,Kepler-1649,2125699062780742016,292.5029676,41.8299933,,,,,,,,,,,,,,,,,,,,,,,,,16.243010293686,0.0257659213575275,17.8249139830583,0.0842331710370256,15.031324626296,0.0422337280793284,18.1868991851807,0.0059639997780323,16.9675998687744,0.0053079999051988,15.5488004684448,0.0020570000633597,14.8887996673584,0.0046640001237392,14.5981998443604,0.0041760001331567,13.379,0.023,12.852,0.02,12.589,0.026,12.461,0.024,12.227,0.023,12.085,0.23,9.047,
Kepler-210 c,Kepler-210,2125864573640675968,292.5034196,43.0832188,,,,,,,,,,,,,,,14.279,0.051,15.367,0.049,14.775,0.016,13.786,0.05,13.382,0.085,13.79056322008,0.0197720876487405,14.47249454435,0.0435634982878195,12.99662948229,0.0359163239893716,14.7637996673584,0.0038179999683052,13.7486000061035,0.0120230000466108,13.3900003433228,0.0,13.2307996749878,0.0076640001498162,13.0940999984741,0.002373999916017,11.992,0.019,11.449,0.017,11.313,0.016,11.247,0.023,11.328,0.021,11.276,0.108,9.516,
Kepler-210 b,Kepler-210,2125864573640675968,292.5034196,43.0832188,,,,,,,,,,,,,,,14.279,0.051,15.367,0.049,14.775,0.016,13.786,0.05,13.382,0.085,13.79056322008,0.0197720876487405,14.47249454435,0.0435634982878195,12.99662948229,0.0359163239893716,14.7637996673584,0.0038179999683052,13.7486000061035,0.0120230000466108,13.3900003433228,0.0,13.2307996749878,0.0076640001498162,13.0940999984741,0.002373999916017,11.992,0.019,11.449,0.017,11.313,0.016,11.247,0.023,11.328,0.021,11.276,0.108,9.516,
Kepler-1825 b,Kepler-1825,2125760772871583744,292.5140647,42.6517554,,,,,,,,,,,,,,,14.715,0.046,15.369,0.034,14.946,0.02,14.347,0.046,14.101,0.06,14.37101684962,0.0135503528566162,14.884363439843,0.0328529975769493,13.705867238085,0.025989938888497,15.0319995880127,0.0097040003165602,14.3374996185303,0.0010819999733939,14.0801000595093,0.0021689999848604,13.9828996658325,0.0035949999000877,13.8927001953125,0.0030159999150782,12.891,0.021,12.402,0.02,12.348,0.023,12.281,0.023,12.339,0.022,12.167,,9.375,
Kepler-1965 b,Kepler-1965,2051918293507634048,292.5147146,38.0219872,,,,,15.54,0.00463567,14.0734,0.00265658,13.6208,0.00319012,16.6656,0.0156601,13.3834,0.00356829,,,,,,,,,,,13.6293108427,0.0126240318452492,13.98629017432,0.0273410454380705,13.111399799113,0.0244315332205407,14.0518999099731,0.0018439999548718,13.6218004226685,0.0,13.4820003509521,,13.4506998062134,0.0035510000307112,13.4083995819092,0.0015059999423101,12.53,0.02,12.152,0.023,12.12,0.023,12.07,0.023,12.093,0.022,11.164,0.105,9.072,0.458
Kepler-1918 b,Kepler-1918,2125711432287012992,292.530546,42.2145765,,,,,,,,,,,,,,,16.029,0.0,16.338,0.0,16.259,0.041,15.561,0.0,15.487,0.0,15.687156375517,0.0263573315785997,16.113529876997,0.0550295392272559,15.101795283008,0.0468151969217315,16.2012004852295,0.0042300000786781,15.6584997177124,0.002375999931246,15.4724998474121,0.0008099999977275,15.4019002914429,0.0018980000168085,15.3488998413086,0.0049220002256333,14.421,0.04,14.063,0.051,14.053,0.074,13.601,0.025,13.711,0.03,12.887,,9.502,
Kepler-956 b,Kepler-956,2129703552846891136,292.5308289,49.0616555,,,,,,,,,,,,,,,,,,,,,,,,,13.27611053558,0.0169062710929015,13.5918356333,0.0311915111517131,12.80207656223,0.0235963923174357,13.640700340271,0.0043680001981556,13.4130001068115,,13.2690000534058,,13.1687002182007,0.0043170000426471,13.1473999023438,0.0021579999011009,12.284,0.025,11.975,0.031,11.958,0.02,11.891,0.023,11.954,0.021,12.25,0.246,9.529,
Kepler-1426 b,Kepler-1426,2129811201907123840,292.5457096,49.4168981,,,,,,,,,,,,,,,15.358,0.056,16.018,0.054,15.61,0.06,15.236,0.056,14.956,0.09,15.194103848193,0.0492827911367557,15.489716086415,0.0465739436477024,14.619110087991,0.0340198072101128,15.5459003448486,0.0031439999584108,15.1316003799438,0.001014000037685,14.9882001876831,0.0036490000784397,14.9665002822876,0.0087599996477365,14.9167995452881,0.0063900002278387,14.032,0.026,13.734,0.029,13.645,0.053,13.603,0.025,13.645,0.028,13.415,,9.8,
Kepler-1147 b,Kepler-1147,2053636452223709696,292.5474753,41.6429221,,,,,,,,,,,,,,,15.564,0.077,16.354,0.024,15.916,0.081,15.375,0.053,15.259,0.097,15.344790432104,0.016979185192449,15.712990825771,0.0484011238289828,14.806399875812,0.0344904229750146,15.7782001495361,0.0020840000361204,15.328800201416,0.002284999936819,15.1764001846313,0.0034660000819712,15.1251001358032,0.0040930001996457,15.0806999206543,0.0044909999705851,14.179,0.025,13.891,0.03,13.877,0.054,13.803,0.026,13.942,0.033,12.61,,9.402,
Kepler-1905 b,Kepler-1905,2128263776731304960,292.5733475,46.3668273,,,,,,,,,,,,,,,15.2,0.0,15.964,0.049,15.562,0.053,14.97,0.041,14.806,0.086,14.977263021843,0.0170537630375279,15.334524470664,0.0444483204780791,14.453669525309,0.0320110542181443,15.4033002853394,0.0028369999490678,14.9631996154785,0.0024019998963922,14.8137998580933,0.0010280000278726,14.7873001098633,0.0032560001127421,14.7566003799438,0.0037179999053478,13.862,0.024,13.488,0.018,13.487,0.045,13.44,0.024,13.502,0.028,12.714,,9.643,
Kepler-1741 b,Kepler-1741,2053093637076689664,292.577073,39.120939,,,,,,,,,,,,,,,,,,,,,,,,,15.67150353807,0.0214937124426266,16.6882510725363,0.0608798434461691,14.67179313393,0.036440132027735,17.0839004516602,0.0039019999094307,15.8379001617432,0.0017310000257566,15.0875997543335,0.0027369998861104,14.7304000854492,0.0056469999253749,14.5485000610352,0.0037489999085664,13.409,0.025,12.758,0.024,12.611,,12.382,0.023,12.371,0.024,12.364,0.324,8.915,
Kepler-1890 b,Kepler-1890,2053515849540816768,292.5778203,40.6679032,,,,,,,,,,,,,,,12.903,0.027,13.424,0.035,13.055,0.009,12.753,0.053,12.675,0.066,12.76915837457,0.0137422842774905,13.04547536576,0.0238139324556797,12.33420910469,0.018813198232533,13.2930002212524,,12.9610004425049,,12.8280000686646,,12.7650003433228,,12.684100151062,0.0017539999680593,11.851,0.022,11.616,0.022,11.566,0.021,11.478,0.023,11.502,0.021,11.386,0.119,9.026,
Kepler-1624 b,Kepler-1624,2051815759742763264,292.5798564,37.3762616,,,,,19.957,0.0410053,17.3562,0.00468541,15.9936,0.00372154,14.9626,0.0037154,14.4495,0.00402497,,,,,,,,,,,15.64488815845,0.0219598405669395,16.816801211105,0.058537614026378,14.568694329862,0.0392444197709717,17.1830997467041,0.0043109999969601,15.9902000427246,0.0030330000445246,15.0051002502441,0.0027149999514222,14.56130027771,0.0023020000662654,14.342399597168,0.0017350000562146,13.141,0.022,12.504,0.02,12.312,0.025,12.179,0.022,12.156,0.023,11.995,0.24,8.802,
Kepler-256 b,Kepler-256,2128250926189039488,292.58042,46.0973588,,,,,,,,,,,,,,,,,,,,,,,,,15.00274705351,0.0161288254695838,15.384755349293,0.0404973064973359,14.460640631958,0.033531390606001,15.4563999176025,0.0025460000615567,14.9685001373291,0.0024500000290572,14.8291997909546,0.0033619999885559,14.792200088501,0.0019529999699443,14.7524003982544,0.0053079999051988,13.824,0.024,13.496,0.025,13.424,0.043,13.091,0.024,13.176,0.029,11.679,0.168,9.364,
Kepler-256 d,Kepler-256,2128250926189039488,292.58042,46.0973588,,,,,,,,,,,,,,,,,,,,,,,,,15.00274705351,0.0161288254695838,15.384755349293,0.0404973064973359,14.460640631958,0.033531390606001,15.4563999176025,0.0025460000615567,14.9685001373291,0.0024500000290572,14.8291997909546,0.0033619999885559,14.792200088501,0.0019529999699443,14.7524003982544,0.0053079999051988,13.824,0.024,13.496,0.025,13.424,0.043,13.091,0.024,13.176,0.029,11.679,0.168,9.364,
Kepler-256 c,Kepler-256,2128250926189039488,292.58042,46.0973588,,,,,,,,,,,,,,,,,,,,,,,,,15.00274705351,0.0161288254695838,15.384755349293,0.0404973064973359,14.460640631958,0.033531390606001,15.4563999176025,0.0025460000615567,14.9685001373291,0.0024500000290572,14.8291997909546,0.0033619999885559,14.792200088501,0.0019529999699443,14.7524003982544,0.0053079999051988,13.824,0.024,13.496,0.025,13.424,0.043,13.091,0.024,13.176,0.029,11.679,0.168,9.364,
Kepler-256 e,Kepler-256,2128250926189039488,292.58042,46.0973588,,,,,,,,,,,,,,,,,,,,,,,,,15.00274705351,0.0161288254695838,15.384755349293,0.0404973064973359,14.460640631958,0.033531390606001,15.4563999176025,0.0025460000615567,14.9685001373291,0.0024500000290572,14.8291997909546,0.0033619999885559,14.792200088501,0.0019529999699443,14.7524003982544,0.0053079999051988,13.824,0.024,13.496,0.025,13.424,0.043,13.091,0.024,13.176,0.029,11.679,0.168,9.364,
Kepler-884 b,Kepler-884,2129894833511828864,292.5844328,49.9232012,,,,,,,,,,,,,,,13.156,0.069,13.729,0.164,13.394,0.113,13.023,0.076,12.848,0.0,13.12421677037,0.0457320580695284,13.35839184194,0.0302386413815307,12.52327149239,0.0223715535529036,13.4174003601074,0.001979999942705,13.1850004196167,,12.996000289917,,12.9040002822876,,12.8437995910645,0.002032000105828,11.931,0.021,11.595,0.017,11.547,0.018,11.467,0.023,11.513,0.021,11.544,0.104,9.516,
Kepler-1786 b,Kepler-1786,2051947739803854336,292.5877743,38.5219827,,,,,,,,,,,,,,,,,,,,,,,,,14.06714091363,0.0135852952457621,14.419451893935,0.0309688995764909,13.54798945684,0.0242066812623266,14.4805002212524,0.0035149999894201,14.0464000701904,0.0048929997719824,13.9528999328613,0.0165030006319284,13.8676996231079,0.0039130002260208,13.8362998962402,0.0019509999547153,12.963,0.036,12.656,0.04,12.627,0.04,11.974,0.023,12.058,0.022,12.038,0.199,9.398,
Kepler-1678 b,Kepler-1678,2051934236426454784,292.5916297,38.3995629,,,,,,,,,,,,,,,,,,,,,,,,,14.894759948099,0.0166506352555991,15.25877748637,0.0494454030267297,14.360429167391,0.0273826042854076,15.3224000930786,0.0038920000661164,14.8782997131348,0.0034260000102222,14.7339000701904,0.0022569999564439,14.6822996139526,0.0033340000081807,14.6357002258301,0.0026920000091195,13.773,0.026,13.389,0.03,13.371,0.041,13.2,0.025,13.198,0.03,12.814,,9.355,
Kepler-993 b,Kepler-993,2126373303927596160,292.6141076,44.3946644,,,,,,,,,,,,,,,16.063,0.0,17.305,0.0,16.551,0.0,15.497,0.0,15.017,0.122,15.908273360628,0.0231410561906151,16.9417459727327,0.0704008552670374,14.897109827187,0.0374360040792992,17.3412990570068,0.001918000052683,16.1147003173828,0.0038099999073892,15.3100004196167,0.0019930000416934,14.9462003707886,0.0007249999907799,14.7749004364014,0.0035210000351071,13.587,0.023,12.893,0.018,12.729,0.028,12.649,0.024,12.678,0.024,12.765,0.494,9.18,
Kepler-1869 b,Kepler-1869,2125751461382627840,292.6149958,42.7643438,,,,,,,,,,,,,,,10.276,0.011,10.688,0.031,,,,,,,10.0985052284,0.022939214092874,10.4310764667,0.037223847156709,9.60087347,0.0307369241817262,11.65149974823,0.0018070000223815,10.342399597168,0.0673059970140457,10.6887998580933,0.14360499382019,8.80469036102295,0.0038350000977516,12.1710996627808,0.134311005473137,9.052,0.021,8.761,0.017,8.693,0.015,8.646,0.023,8.691,0.021,8.64,0.022,8.727,0.294
Kepler-1869 c,Kepler-1869,2125751461382627840,292.6149958,42.7643438,,,,,,,,,,,,,,,10.276,0.011,10.688,0.031,,,,,,,10.0985052284,0.022939214092874,10.4310764667,0.037223847156709,9.60087347,0.0307369241817262,11.65149974823,0.0018070000223815,10.342399597168,0.0673059970140457,10.6887998580933,0.14360499382019,8.80469036102295,0.0038350000977516,12.1710996627808,0.134311005473137,9.052,0.021,8.761,0.017,8.693,0.015,8.646,0.023,8.691,0.021,8.64,0.022,8.727,0.294
Kepler-1514 b,Kepler-1514,2051866238502437632,292.6274943,37.8601653,,,,,14.586,0.00535647,12.3564,0.000940433,14.3464,0.00926334,11.8531,0.000781972,13.1034,0.00660134,,,,,,,,,,,11.82178727498,0.012930874749838,12.09086563783,0.024224996295201,11.3989742031,0.0166394565223251,12.8035001754761,0.0010000000474974,11.7446002960205,0.0064539997838437,12.6527004241943,0.067330002784729,11.7482004165649,0.0094339996576309,11.7572002410889,0.0069240001030266,10.953,0.02,10.728,0.02,10.688,0.018,10.649,0.023,10.664,0.022,10.684,0.07,9.068,
Kepler-1514 c,Kepler-1514,2051866238502437632,292.6274943,37.8601653,,,,,14.586,0.00535647,12.3564,0.000940433,14.3464,0.00926334,11.8531,0.000781972,13.1034,0.00660134,,,,,,,,,,,11.82178727498,0.012930874749838,12.09086563783,0.024224996295201,11.3989742031,0.0166394565223251,12.8035001754761,0.0010000000474974,11.7446002960205,0.0064539997838437,12.6527004241943,0.067330002784729,11.7482004165649,0.0094339996576309,11.7572002410889,0.0069240001030266,10.953,0.02,10.728,0.02,10.688,0.018,10.649,0.023,10.664,0.022,10.684,0.07,9.068,
Kepler-327 d,Kepler-327,2126336710805475712,292.6422963,44.0876251,,,,,,,,,,,,,,,15.756,0.036,17.246,0.108,16.54,0.011,15.126,0.06,14.487,0.055,14.96375169645,0.0179666577570247,15.906642167928,0.0424332316820479,14.00505346414,0.0281589133576826,16.3047008514404,0.0030940000433474,15.0971002578735,0.0019960000645369,14.4137001037598,0.0041220001876354,14.0925998687744,0.0025309999473393,13.927300453186,0.0014019999653101,12.794,0.023,12.11,0.018,11.956,0.022,11.863,0.023,11.867,0.022,11.725,0.141,9.13,
Kepler-327 b,Kepler-327,2126336710805475712,292.6422963,44.0876251,,,,,,,,,,,,,,,15.756,0.036,17.246,0.108,16.54,0.011,15.126,0.06,14.487,0.055,14.96375169645,0.0179666577570247,15.906642167928,0.0424332316820479,14.00505346414,0.0281589133576826,16.3047008514404,0.0030940000433474,15.0971002578735,0.0019960000645369,14.4137001037598,0.0041220001876354,14.0925998687744,0.0025309999473393,13.927300453186,0.0014019999653101,12.794,0.023,12.11,0.018,11.956,0.022,11.863,0.023,11.867,0.022,11.725,0.141,9.13,
Kepler-327 c,Kepler-327,2126336710805475712,292.6422963,44.0876251,,,,,,,,,,,,,,,15.756,0.036,17.246,0.108,16.54,0.011,15.126,0.06,14.487,0.055,14.96375169645,0.0179666577570247,15.906642167928,0.0424332316820479,14.00505346414,0.0281589133576826,16.3047008514404,0.0030940000433474,15.0971002578735,0.0019960000645369,14.4137001037598,0.0041220001876354,14.0925998687744,0.0025309999473393,13.927300453186,0.0014019999653101,12.794,0.023,12.11,0.018,11.956,0.022,11.863,0.023,11.867,0.022,11.725,0.141,9.13,
Kepler-1431 b,Kepler-1431,2129847554510913536,292.6583919,49.8651522,,,,,,,,,,,,,,,15.516,0.159,16.141,0.112,15.687,0.043,15.265,0.134,15.011,0.05,15.25998659656,0.0172418957507932,15.63785941063,0.0496058589508625,14.710555769567,0.0364734236939178,15.7009000778198,0.0019539999775588,15.230299949646,0.0021349999587982,15.0825004577637,0.0012509999796748,15.032600402832,0.0050880000926554,14.9820003509521,0.0040119998157024,14.098,0.028,13.787,0.026,13.756,0.06,,,,,,,,
Kepler-167 b,Kepler-167,2051933102555095936,292.6585253,38.3455558,,,,,,,,,,,,,,,,,,,,,,,,,13.98830049743,0.0131402346711748,14.528276759013,0.0342429461897317,13.300344840411,0.0309772831827873,14.7104997634888,0.0047010001726448,13.9555997848511,0.003701000008732,13.6947002410889,0.0081930002197623,13.5687999725342,0.0021399999968707,13.4940996170044,0.0034380001015961,12.446,0.022,11.974,0.023,11.832,0.022,11.766,0.022,11.841,0.022,11.631,0.181,9.262,
Kepler-167 c,Kepler-167,2051933102555095936,292.6585253,38.3455558,,,,,,,,,,,,,,,,,,,,,,,,,13.98830049743,0.0131402346711748,14.528276759013,0.0342429461897317,13.300344840411,0.0309772831827873,14.7104997634888,0.0047010001726448,13.9555997848511,0.003701000008732,13.6947002410889,0.0081930002197623,13.5687999725342,0.0021399999968707,13.4940996170044,0.0034380001015961,12.446,0.022,11.974,0.023,11.832,0.022,11.766,0.022,11.841,0.022,11.631,0.181,9.262,
Kepler-167 e,Kepler-167,2051933102555095936,292.6585253,38.3455558,,,,,,,,,,,,,,,,,,,,,,,,,13.98830049743,0.0131402346711748,14.528276759013,0.0342429461897317,13.300344840411,0.0309772831827873,14.7104997634888,0.0047010001726448,13.9555997848511,0.003701000008732,13.6947002410889,0.0081930002197623,13.5687999725342,0.0021399999968707,13.4940996170044,0.0034380001015961,12.446,0.022,11.974,0.023,11.832,0.022,11.766,0.022,11.841,0.022,11.631,0.181,9.262,
Kepler-167 d,Kepler-167,2051933102555095936,292.6585253,38.3455558,,,,,,,,,,,,,,,,,,,,,,,,,13.98830049743,0.0131402346711748,14.528276759013,0.0342429461897317,13.300344840411,0.0309772831827873,14.7104997634888,0.0047010001726448,13.9555997848511,0.003701000008732,13.6947002410889,0.0081930002197623,13.5687999725342,0.0021399999968707,13.4940996170044,0.0034380001015961,12.446,0.022,11.974,0.023,11.832,0.022,11.766,0.022,11.841,0.022,11.631,0.181,9.262,
TOI-5218 b,TOI-5218,2263568371970517120,292.6634642,71.7629612,,,,,,,,,,,,,,,,,,,,,,,,,15.432951164239,0.0209029329644754,16.333605274893,0.0567637785095668,14.50452067583,0.0345518966935769,16.7164993286133,0.0022030000109225,15.4975996017456,0.0028739999979734,14.882399559021,0.0029309999663382,14.6187000274658,0.0039650001563131,14.444299697876,0.002919000107795,13.336,0.026,12.681,0.026,12.546,0.025,12.374,0.022,12.47,0.022,11.403,0.107,9.262,
Kepler-1020 b,Kepler-1020,2128262161823652480,292.672471,46.3772776,,,,,,,,,,,,,,,14.224,0.006,15.12,0.008,14.632,0.05,13.942,0.053,13.69,0.011,13.97140820167,0.0126790167273092,14.408401085399,0.028615494652132,13.37327375323,0.0262429558204563,14.5156002044678,0.0019789999350905,13.9492998123169,6.90000015310943E-05,13.7346000671387,0.002691000001505,13.6780996322632,0.0029209998901933,13.6160001754761,0.0038429999258369,12.654,0.021,12.213,0.018,12.15,0.021,12.123,0.023,12.19,0.023,12.876,0.38,9.381,
Kepler-1587 b,Kepler-1587,2129838139942109440,292.6777294,49.6638666,,,,,,,,,,,,,,,14.218,0.045,14.874,0.063,14.456,0.065,14.079,0.035,13.846,0.13,14.0201110968,0.015004514186971,14.34588939,0.0318593071865189,13.53121350116,0.022790450121366,14.3903999328613,0.0040009999647736,14.0081996917725,0.0105400001630187,13.8950996398926,0.0020699999295175,13.871600151062,0.0029629999771714,13.8544998168945,0.0037479999009519,12.957,0.022,12.705,0.022,12.632,0.027,12.579,0.023,12.671,0.022,12.725,,9.709,
Kepler-342 c,Kepler-342,2128298617506651904,292.6780488,46.7266813,,,,,,,,,,,,,,,,,,,,,,,,,13.08564848022,0.0157374022792412,13.3542648025,0.0257246088194327,12.66575378621,0.0198653333737404,13.3450002670288,,13.1040000915527,,13.0430002212524,,13.0261001586914,0.0045619998127222,13.0268001556396,0.0041629998013377,12.22,0.021,11.999,0.022,11.957,0.021,11.89,0.023,11.904,0.021,12.078,0.237,8.903,
Kepler-342 e,Kepler-342,2128298617506651904,292.6780488,46.7266813,,,,,,,,,,,,,,,,,,,,,,,,,13.08564848022,0.0157374022792412,13.3542648025,0.0257246088194327,12.66575378621,0.0198653333737404,13.3450002670288,,13.1040000915527,,13.0430002212524,,13.0261001586914,0.0045619998127222,13.0268001556396,0.0041629998013377,12.22,0.021,11.999,0.022,11.957,0.021,11.89,0.023,11.904,0.021,12.078,0.237,8.903,
Kepler-342 d,Kepler-342,2128298617506651904,292.6780488,46.7266813,,,,,,,,,,,,,,,,,,,,,,,,,13.08564848022,0.0157374022792412,13.3542648025,0.0257246088194327,12.66575378621,0.0198653333737404,13.3450002670288,,13.1040000915527,,13.0430002212524,,13.0261001586914,0.0045619998127222,13.0268001556396,0.0041629998013377,12.22,0.021,11.999,0.022,11.957,0.021,11.89,0.023,11.904,0.021,12.078,0.237,8.903,
Kepler-342 b,Kepler-342,2128298617506651904,292.6780488,46.7266813,,,,,,,,,,,,,,,,,,,,,,,,,13.08564848022,0.0157374022792412,13.3542648025,0.0257246088194327,12.66575378621,0.0198653333737404,13.3450002670288,,13.1040000915527,,13.0430002212524,,13.0261001586914,0.0045619998127222,13.0268001556396,0.0041629998013377,12.22,0.021,11.999,0.022,11.957,0.021,11.89,0.023,11.904,0.021,12.078,0.237,8.903,
Kepler-1484 b,Kepler-1484,2051926226306177792,292.6842738,38.1262604,,,,,16.9268,0.00855668,15.6394,0.00316174,15.1999,0.00305149,15.0237,0.00343175,14.9304,0.00460027,,,,,,,,,,,15.24714039838,0.0246700674268142,15.57938372353,0.0418739583594248,14.699355907502,0.0406328774423555,15.6382999420166,0.0023610000498592,15.2281999588013,0.0040230001322925,15.0689001083374,0.001077999942936,15.0205001831055,0.0051970002241432,14.980299949646,0.0034290000330656,14.135,0.026,13.765,0.031,13.646,0.044,13.574,0.025,13.571,0.032,13.021,,9.319,
Kepler-1521 b,Kepler-1521,2051865551307698688,292.6903779,37.8350549,,,,,15.7683,0.00573417,14.5922,0.00393803,14.3351,0.00981235,15.0178,0.0114143,12.9534,0.00442427,,,,,,,,,,,12.8392290588,0.0213363780245871,13.342371222776,0.0410889676384776,12.18253186878,0.0338825588808087,13.3330001831055,,12.7440004348755,,12.5380001068115,,12.451000213623,,12.3864002227783,0.0032440000213682,11.415,0.024,10.936,0.023,10.84,0.029,10.734,0.023,10.779,0.021,10.198,0.049,9.038,0.468
Kepler-1844 b,Kepler-1844,2051868300086828544,292.6903973,37.9345682,,,,,17.7447,0.0121341,16.2376,0.00350434,15.6511,0.00371327,15.4351,0.00360233,15.3903,0.00552697,,,,,,,,,,,15.678803759515,0.0181702527730206,16.090716259445,0.049826877245069,15.100307847937,0.040545352771433,16.1706008911133,0.0018400000408291,15.6599998474121,0.0040830001235008,15.4686002731323,0.0003879999858327,15.3826999664307,0.0044820001348853,15.3390998840332,0.0035780000034719,14.461,0.03,14.074,0.028,14.062,0.063,13.851,0.026,13.94,0.034,12.793,0.505,9.036,
Kepler-769 c,Kepler-769,2051933343073295232,292.7130925,38.3581685,,,,,,,,,,,,,,,,,,,,,,,,,14.749128280781,0.0149841605486508,15.08417286834,0.0376262538600019,14.24443697397,0.0282172782371309,15.1393995285034,0.0023829999845475,14.7385997772217,0.004668999928981,14.6126003265381,0.0021750000305473,14.5804996490479,0.0033219999168068,14.5462999343872,0.0017470000311732,13.684,0.025,13.394,0.024,13.392,0.04,13.275,0.024,13.304,0.029,12.925,,9.141,
Kepler-769 b,Kepler-769,2051933343073295232,292.7130925,38.3581685,,,,,,,,,,,,,,,,,,,,,,,,,14.749128280781,0.0149841605486508,15.08417286834,0.0376262538600019,14.24443697397,0.0282172782371309,15.1393995285034,0.0023829999845475,14.7385997772217,0.004668999928981,14.6126003265381,0.0021750000305473,14.5804996490479,0.0033219999168068,14.5462999343872,0.0017470000311732,13.684,0.025,13.394,0.024,13.392,0.04,13.275,0.024,13.304,0.029,12.925,,9.141,
Kepler-1142 b,Kepler-1142,2126342380162345344,292.7144796,44.0822816,,,,,,,,,,,,,,,14.489,0.022,15.303,0.014,14.839,0.013,14.32,0.058,14.09,0.121,14.26664881719,0.0136688744797377,14.656230096891,0.0329402959943096,13.708459072594,0.0246216139790376,14.7334995269775,0.00290900003165,14.2541999816895,0.0019199999514967,14.0743999481201,0.0005980000132694,14.0058002471924,0.0043029999360442,13.9603004455566,0.0038219999987632,13.031,0.023,12.672,0.022,12.648,0.028,12.582,0.024,12.624,0.023,12.719,0.344,9.517,
Kepler-1902 b,Kepler-1902,2077668752749671424,292.7376545,42.0147792,,,,,,,,,,,,,,,,,,,,,,,,,15.6499521034,0.0228242460349739,16.579219536545,0.0739333278724553,14.686696620005,0.0486147157682397,16.9713001251221,0.0059369998052716,15.7670001983643,0.0033189998939633,15.0909996032715,0.0028109999839216,14.7762002944946,0.0034229999873787,14.5944004058838,0.0056159999221563,13.463,0.025,12.79,0.027,12.677,0.028,,,,,,,,
Kepler-1015 b,Kepler-1015,2125896459478159360,292.7573088,43.4268439,,,,,,,,,,,,,,,12.876,0.026,13.32,0.036,12.992,0.014,12.795,0.062,12.692,0.067,12.74982742686,0.0146740209118623,12.9918160362,0.0294493711645511,12.35751065984,0.0193541510368189,13.2700004577637,,12.9930000305176,,12.8240003585815,,12.7200002670288,,12.7427997589111,0.0021289999131113,11.887,0.021,11.713,0.021,11.684,0.019,11.662,0.023,11.682,0.021,11.535,0.134,9.224,
