pl_name,hostname,gaia_dr3_id,ra,dec,fuvmag,e_fuvmag,nuvmag,e_nuvmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,vmag,e_vmag,bmag,e_bmag,gprimemag,e_gprimemag,rprimemag,e_rprimemag,iprimemag,e_iprimemag,gaiaGmag,e_gaiaGmag,gaiaBPmag,e_gaiaBPmag,gaiaRPmag,e_gaiaRPmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag
TOI-5082.01,TOI-5082,3368214650329888512,106.569578,22.6831477,,,,,,,,,,,,,,,,,,,,,,,,,8.092567253,0.0277976839418502,8.440252798,0.0514612453356148,7.572676735,0.0468905698928341,,,,,,,,,13.4758996963501,0.0022420000750571,6.989,0.027,6.708,0.02,6.613,0.02,6.619,0.069,6.576,0.022,6.626,0.017,6.609,0.085
TOI-5592 b,TOI-5592,1101653957463314688,106.6800684,65.857249,,,16.9089,0.0273,,,,,,,,,,,12.586,0.055,13.18,0.066,12.877,0.042,12.455,0.071,12.397,0.046,12.48512843657,0.0150932598981361,12.7470768855,0.023987845405309,12.07124592837,0.0217764505442114,12.7550001144409,,12.5150003433228,,12.4540004730225,,12.4540004730225,,12.4352998733521,0.0062040002085268,11.636,0.023,11.413,0.024,11.363,0.018,11.291,0.024,11.315,0.021,11.426,0.173,9.031,
TOI-2589 b,TOI-2589,5566108398204103424,107.4881501,-37.230948,,,,,,,,,,,,,,,11.338,0.015,12.085,0.026,11.68,0.065,11.126,0.008,10.983,0.029,11.1978955393,0.017925526616873,11.5555922664,0.0218742123182846,10.6615912574,0.017173424026229,,,,,,,,,,,10.071,0.022,9.693,0.026,9.632,0.021,9.598,0.023,9.64,0.02,9.635,0.038,8.712,
WASP-121 b,WASP-121,5565050255701441664,107.6002312,-39.0972705,,,,,,,,,,,,,,,10.446,0.031,10.92,0.029,10.645,0.032,10.349,0.045,10.313,0.05,10.37519492,0.0159534536603421,10.6029122502,0.0176583852333021,10.002363842,0.0179576196806256,,,,,,,,,,,9.625,0.021,9.439,0.025,9.374,0.022,9.356,0.023,9.387,0.019,9.383,0.035,9.175,0.511
NGTS-33 b,NGTS-33,5590415817155428224,107.8333348,-35.8505185,,,,,,,,,,,,,,,,,,,,,,,,,11.3942083429,0.0172549721934823,11.6098907476,0.0238668470857213,11.0318435266,0.0206901895510744,,,,,,,,,,,10.607,0.023,10.475,0.024,10.408,0.021,10.366,0.023,10.381,0.019,10.508,0.067,9.093,
HD 56414 b,HD 56414,5268547016621360768,107.8436846,-68.8333403,,,,,,,,,,,,,,,9.264,0.0,9.443,0.0,9.844,0.518,9.31,0.0,,,9.21145893,0.015629490171507,9.2907953505,0.023919897688878,9.050760075,0.0249087029090467,,,,,,,,,,,8.887,0.034,8.854,0.046,8.823,0.019,8.784,0.023,8.801,0.02,8.816,0.02,9.064,0.233
TOI-1221 b,TOI-1221,5282270085669557504,107.9210254,-65.5088568,,,16.6654,0.0196,,,,,,,,,,,10.727,0.063,11.407,0.011,11.296,0.021,10.542,0.084,10.317,0.031,10.5278907036,0.0100893474423279,10.8912635945,0.0178841150214479,10.0016922669,0.01296974433282,,,,,,,,,,,9.433,0.023,9.089,0.022,9.036,0.021,8.981,0.021,9.037,0.018,9.017,0.023,9.216,0.376
TOI-2842 b,TOI-2842,3046327742219111808,108.0442066,-10.63934,,,,,,,,,,,,,,,12.598,0.01,13.253,0.065,13.126,0.527,12.456,0.068,12.37,0.162,12.45514512672,0.0162392528212856,12.77810689328,0.0322960795743378,11.96954034484,0.0254119387274622,13.0950002670288,,12.6850004196167,,12.496000289917,,12.3830003738403,,12.2901000976563,0.0042619998566806,11.41,0.024,11.152,0.023,11.062,0.019,11.05,0.023,11.101,0.022,11.247,0.146,8.807,
KELT-14 b,KELT-14,5560886336446650240,108.301409,-42.4097623,,,,,,,,,,,,,,,10.948,0.027,11.64,0.037,11.247,0.051,10.733,0.053,10.631,0.048,10.8399912858,0.0112980595522199,11.1807388228,0.021979298215444,10.3341521785,0.0209100773032567,,,,,,,,,,,9.808,0.024,9.487,0.024,9.424,0.023,9.384,0.023,9.426,0.02,9.354,0.035,8.718,
HATS-42 b,HATS-42,5603100779728361088,108.4523991,-33.4373462,,,,,,,,,,,,,,,13.617,0.006,14.243,0.01,13.922,0.049,13.498,0.006,13.396,0.054,13.54992083563,0.0141607204068139,13.8596703952,0.0256171909880826,13.07914351916,0.024217057633232,,,,,16.9943008422852,0.0043839998543262,,,,,12.543,0.024,12.281,0.026,12.245,0.029,12.17,0.023,12.187,0.024,12.119,0.3,9.19,
HAT-P-24 b,HAT-P-24,3167323052618369408,108.8251171,14.2626064,,,,,14.315,0.00588451,11.999,0.00103529,11.6961,0.000932177,11.621,0.0011054,12.6475,0.00535644,11.749,0.049,12.219,0.023,11.923,0.026,11.654,0.019,11.58,0.032,11.6325605813,0.0160582512654416,11.8705940459,0.0314900390718095,11.24165641109,0.0264613781886594,12.2116003036499,0.0015419999836012,11.7829999923706,0.0018479999853298,12.5451002120972,0.296139985322952,12.2434997558594,0.242005005478859,11.8256998062134,0.0010000000474974,10.797,0.022,10.589,0.024,10.543,0.02,10.5,0.023,10.513,0.021,10.65,0.105,8.736,
HATS-70 b,HATS-70,5605119586158973440,109.1045212,-31.2443947,,,,,,,,,,,,,,,12.574,0.028,12.778,0.06,12.593,0.047,12.642,0.029,12.727,0.034,12.57376532357,0.0144375105411062,12.6776006156,0.0204409914624364,12.38989527468,0.0217963244583478,,,,,,,,,,,12.139,0.023,12.106,0.024,12.04,0.026,12.049,0.023,12.09,0.023,12.489,0.387,8.947,
TOI-4791 b,TOI-4791,2930141657016297216,109.3883818,-19.8289392,,,,,,,,,,,,,,,11.471,0.02,12.083,0.022,11.746,0.023,11.321,0.016,11.133,0.055,11.3127313258,0.0175170682435786,11.624410542,0.0219439632814884,10.8359124298,0.0206296699806959,,,,,15.7081003189087,0.0033380000386387,15.9924001693726,0.0053090001456439,12.5848999023438,0.127361997961998,10.319,0.026,10.108,0.023,10.019,0.023,9.959,0.023,9.99,0.02,10.03,0.05,9.108,
TOI-2886 b,TOI-2886,3046930579529070464,110.0076569,-10.5698414,,,,,,,,,,,,,,,,,,,,,,,,,12.18677705293,0.0142310880708735,12.4901313829,0.0237090521361357,11.72117515058,0.0175227638303995,12.9460000991821,,12.5430002212524,,12.2930002212524,,12.121000289917,,12.0506000518799,0.0029329999815672,11.206,0.024,10.977,0.026,10.918,0.025,10.853,0.024,10.892,0.024,10.89,0.13,9.013,
HAT-P-9 b,HAT-P-9,898130030131443584,110.1685157,37.1405946,,,16.7069,0.0184,15.4634,0.0108139,12.7181,0.00101703,12.2061,0.000783004,14.2577,0.0109579,13.7853,0.0102921,12.263,0.048,12.598,0.322,12.403,0.052,12.09,0.044,12.006,0.031,12.1463555072,0.0166371394471614,12.40680189338,0.0261390324610235,11.7313678553,0.023044375813087,12.4630002975464,,12.2080001831055,,12.1300001144409,,12.1140003204346,,12.106499671936,0.0027970001101493,11.274,0.022,11.043,0.032,11.015,0.021,10.991,0.024,11.016,0.022,10.892,0.139,8.693,
TOI-6448 b,TOI-6448,5590921485126584832,110.1704109,-33.9223285,,,,,,,,,,,,,,,12.917,0.0,13.562,0.009,13.264,0.0,12.778,0.0,12.591,0.0,12.77077443828,0.0296725853271801,13.1150537229,0.0536279697281054,12.2578510859,0.0463923202307472,,,,,,,,,,,11.75,0.022,11.378,0.025,11.315,0.025,11.219,0.023,11.264,0.021,11.199,0.138,8.996,
TOI-2876 b,TOI-2876,2929750922377138816,110.2473528,-21.1146384,,,,,,,,,,,,,,,12.455,0.022,13.384,0.019,12.889,0.021,12.174,0.043,12.001,0.097,12.24791878129,0.0123922941390574,12.69610993476,0.0195914544633999,11.6413193247,0.016529744235932,,,12.8537998199463,0.0010000000474974,13.9940004348755,0.0013360000448301,13.8968000411987,0.0015210000565275,16.2262992858887,0.0121299996972084,10.937,0.022,10.55,0.024,10.443,0.023,10.379,0.022,10.485,0.02,10.325,0.058,8.565,
TOI-4214 b,TOI-4214,3032656414642552192,110.2495104,-13.9262649,,,,,14.5549,0.00485367,12.0901,0.00133048,11.5324,0.00129036,11.3435,0.000922231,12.7065,0.00527954,11.604,0.046,12.307,0.032,11.921,0.039,11.442,0.057,11.309,0.009,11.4529548558,0.0151283394924798,11.7939457694,0.0219807331084604,10.94617088627,0.0187279123691678,,,,,,,,,,,10.349,0.022,10.096,0.022,10.036,0.024,10.0,0.022,10.042,0.02,10.098,0.062,8.732,
XO-4 b,XO-4,990291507088739072,110.3880285,58.2681094,20.7893,0.262,14.9091,0.0105,,,,,,,,,,,10.662,0.086,11.154,0.095,10.896,0.094,10.557,0.054,10.431,0.04,10.5150972154,0.0154479431080803,10.7620548632,0.0208828000877592,10.1086808396,0.0199023546447451,,,,,,,,,,,9.667,0.021,9.476,0.022,9.406,0.023,9.373,0.022,9.398,0.021,9.378,0.04,8.716,
TOI-4794 b,TOI-4794,3034394776886475520,110.4835517,-12.5654781,,,,,,,,,,,,,,,12.703,0.174,13.28,0.125,12.936,0.139,12.525,0.127,12.349,0.069,12.44034565454,0.0150219325158675,12.7378562682,0.0216330288457004,11.9778758146,0.0189097090655254,12.9390001296997,,12.5880002975464,,12.4390001296997,,12.3570003509521,,12.3039999008179,0.0025249999016523,11.427,0.022,11.188,0.025,11.123,0.025,11.043,0.022,11.08,0.021,11.042,0.125,8.655,
TOI-481 b,TOI-481,5486322710592888064,110.5126861,-57.384998,,,16.0348,0.0148,,,,,,,,,,,10.046,0.054,10.666,0.038,10.328,0.0,9.886,0.0,,,9.851041777,0.0131928653433708,10.197562477,0.0201303286665509,9.3397307884,0.0182942843493429,,,,,,,,,,,8.803,0.023,8.482,0.04,8.443,0.023,8.364,0.023,8.422,0.02,8.393,0.019,8.32,0.177
Gaia-2 b,Gaia-2,1107980654748582144,110.7353308,67.2526565,,,,,14.9082,0.00766418,11.655,0.00055492,11.252,0.000572503,11.1022,0.000671969,11.4663,0.00250901,11.404,0.066,12.243,0.181,11.843,0.155,11.175,0.085,11.023,0.109,11.1991681748,0.0137564598155382,11.54147144582,0.0168736121604316,10.69031457396,0.013364944957367,12.5541000366211,0.0010000000474974,12.8309001922607,0.0010000000474974,13.0712995529175,0.128733992576599,,,,,10.128,0.022,9.818,0.021,9.742,0.015,9.716,0.023,9.769,0.02,9.704,0.038,9.006,
KELT-19 A b,KELT-19 A,3142847477107193344,111.5095293,7.6157759,,,,,,,,,,,,,,,,,,,,,,,,,9.8912651927,0.0212456836694555,9.9904705325,0.0275032214603654,9.586220488,0.0274096807507264,,,,,,,,,,,9.343,0.026,9.237,0.022,9.196,0.023,9.138,0.022,9.156,0.02,9.132,0.035,8.089,
HAT-P-20 b,HAT-P-20,869913435026514688,111.9164295,24.3361185,,,19.7926,0.0888,15.8447,0.0108829,15.6262,0.0150073,13.1135,0.00323417,12.0708,0.00198159,13.3036,0.0146086,11.339,0.031,12.539,0.075,11.912,0.08,10.854,0.044,10.368,0.045,10.9908312393,0.0276108072911594,11.64062755572,0.0461345767300699,10.2228310137,0.0395448480091445,12.9201002120972,0.076714999973774,11.1510000228882,0.0539110004901886,10.686900138855,0.0719790011644363,10.3773002624512,0.0769480019807816,10.359299659729,0.0340690016746521,9.276,0.022,8.743,0.021,8.601,0.019,8.559,0.028,8.648,0.022,8.515,0.03,8.063,0.362
TOI-4562 b,TOI-4562,5288681857665822080,112.0100593,-63.5177788,,,17.1334,0.0234,,,,,,,,,,,12.093,0.016,12.694,0.031,12.334,0.031,11.939,0.013,11.793,0.019,11.94840761587,0.0147718085274377,12.26263691687,0.029727676280487,11.4668341983,0.0233497916019908,,,,,,,,,,,10.931,0.023,10.693,0.025,10.619,0.023,10.578,0.023,10.618,0.02,10.59,0.061,8.695,
HATS-39 b,HATS-39,5605481703444311040,112.4192251,-29.9379163,,,,,,,,,,,,,,,12.746,0.015,13.232,0.0,12.923,0.0,12.578,0.048,12.542,0.059,12.64820732551,0.0181154750808047,12.87874619349,0.0243481691455439,12.25053571625,0.0222517240842954,13.2360000610352,,12.9250001907349,,12.7980003356934,,12.7290000915527,,12.6309995651245,0.0145530002191663,11.833,0.024,11.62,0.024,11.518,0.023,11.483,0.022,11.534,0.022,11.358,0.15,9.067,
TOI-150.01,TOI-150,5262709709389254528,112.965421,-73.6060358,,,16.8055,0.0166,,,,,,,,,,,11.479,0.013,12.145,0.031,11.794,0.035,11.306,0.019,11.086,0.164,11.3389472106,0.0149631158449457,11.6672575625,0.0239920994540523,10.8401396436,0.0214614529196578,,,,,,,,,,,10.324,0.028,10.045,0.022,9.94,0.019,9.904,0.022,9.933,0.02,9.889,0.035,8.86,
HAT-P-33 b,HAT-P-33,893550942158776832,113.1842383,33.8350214,,,,,,,,,,,,,,,11.12,0.05,11.583,0.066,11.33,0.049,11.047,0.066,10.986,0.077,11.0243961762,0.0201741574933919,11.24134127879,0.0312740405488792,10.65465188681,0.0256030351820099,12.2881002426147,0.0010000000474974,10.8909997940063,0.137127995491028,,,11.9091997146606,0.0010000000474974,11.9168996810913,0.0369339995086193,10.263,0.021,10.061,0.024,10.004,0.018,9.998,0.023,10.015,0.021,9.976,0.055,8.931,
HAT-P-39 b,HAT-P-39,3169391577586325120,113.7582526,17.8300283,,,,,15.2777,0.00928747,12.651,0.00097458,12.2927,0.000800907,12.2488,0.000633736,13.5173,0.00833378,12.354,0.046,12.776,0.033,12.477,0.044,12.254,0.048,12.135,0.093,12.2205103862,0.016568377303216,12.45773441805,0.0279784678839479,11.82728128503,0.0226186922691229,12.5790004730225,,12.3210000991821,,12.2550001144409,,12.2580003738403,,12.2278995513916,0.0043810000643134,11.424,0.02,11.184,0.022,11.157,0.02,11.132,0.023,11.152,0.021,11.094,0.151,9.066,
TOI-715 b,TOI-715,5262666416118954368,113.8523276,-73.5774089,,,,,,,,,,,,,,,16.241,0.0,18.137,0.164,17.157,0.103,15.604,0.072,14.044,0.033,14.862364778686,0.0258860690772006,16.598222501909,0.0614845681932154,13.609605027433,0.0317418700324601,,,,,,,,,,,11.808,0.024,11.264,0.026,10.917,0.019,10.753,0.023,10.571,0.02,10.387,0.049,8.924,
TOI-1011 b,TOI-1011,5592015297342611968,113.9847611,-32.8419988,,,,,,,,,,,,,,,8.9,0.0,9.887,0.328,9.987,0.676,8.701,0.0,8.525,0.0,8.739239459,0.0130870145673457,9.120507124,0.0178607730784883,8.186479285,0.0168834056664571,,,,,13.9778003692627,0.0732629969716072,,,,,7.594,0.023,7.247,0.044,7.109,0.021,7.013,0.053,7.126,0.02,7.108,0.016,7.17,0.129
HATS-55 b,HATS-55,5592019557950033536,114.2833819,-32.7554188,,,,,,,,,,,,,,,13.47,0.038,14.111,0.022,13.746,0.03,13.279,0.029,13.12,0.033,13.33610750964,0.0166356777992423,13.65928512586,0.0261188898637586,12.853266690107,0.0285115246313292,,,,,14.7470998764038,0.0183160006999969,,,,,12.338,0.026,12.048,0.04,12.02,0.041,11.578,0.019,11.601,0.02,11.644,0.205,9.318,
TOI-4504 b,TOI-4504,5289275864525400704,114.4673065,-62.0782776,,,20.5626,0.2536,,,,,,,,,,,13.365,0.005,14.239,0.005,13.754,0.022,13.071,0.012,12.831,0.04,13.120525834,0.0114056282000061,13.58249498069,0.0227844839227553,12.4905464167,0.0195100439970164,,,,,,,,,,,11.714,0.024,11.319,0.024,11.236,0.021,11.162,0.023,11.222,0.021,11.238,0.079,9.544,
TOI-4504 c,TOI-4504,5289275864525400704,114.4673065,-62.0782776,,,20.5626,0.2536,,,,,,,,,,,13.365,0.005,14.239,0.005,13.754,0.022,13.071,0.012,12.831,0.04,13.120525834,0.0114056282000061,13.58249498069,0.0227844839227553,12.4905464167,0.0195100439970164,,,,,,,,,,,11.714,0.024,11.319,0.024,11.236,0.021,11.162,0.023,11.222,0.021,11.238,0.079,9.544,
TOI-4773 b,TOI-4773,5715145275211633792,114.9426489,-21.4856184,,,,,,,,,,,,,,,11.798,0.015,12.231,0.016,11.964,0.014,11.734,0.021,11.678,0.031,11.7143966134,0.0151029781907392,11.93596417288,0.0224849326528113,11.3402975528,0.0181997879607694,,,13.5172996520996,0.128778994083405,,,,,,,10.941,0.022,10.765,0.026,10.715,0.021,10.665,0.023,10.696,0.021,10.793,0.088,8.953,
TOI-969 b,TOI-969,3087206553745290624,115.1366858,2.0985879,,,19.8643,0.1032,,,,,,,,,,,11.742,0.054,12.984,0.039,12.404,0.025,11.235,0.033,10.883,0.048,11.27411645,0.0244894565546284,11.94520340847,0.0376621117457861,10.48657464778,0.0313792570021746,13.5599002838135,0.0059989998117089,11.5151996612549,0.118600003421307,10.9479999542236,0.0081580001860857,10.9730997085571,0.0010000000474974,10.6787004470825,0.0601340010762215,9.596,0.026,9.029,0.023,8.879,0.023,8.783,0.023,8.853,0.019,8.726,0.026,8.198,0.251
TOI-2587 A b,TOI-2587 A,3085216850017388672,115.9317105,-1.073333,,,,,,,,,,,,,,,,,,,,,,,,,11.4054510284,0.018806432071255,11.73847186237,0.0233362477275654,10.9090953557,0.0185862823781709,,,,,,,,,,,10.354,0.023,10.079,0.023,9.991,0.023,9.954,0.022,9.998,0.019,9.94,0.06,8.364,
TOI-1937 A b,TOI-1937 A,5489726768531119616,116.3707214,-52.3832587,,,,,,,,,,,,,,,,,,,,,,,,,13.0047656105,0.0234162409563287,13.41674875344,0.0446507988341772,12.42068533008,0.0376178186097121,,,,,,,,,,,11.717,0.029,11.324,0.026,11.226,0.021,11.135,0.023,11.155,0.02,11.16,0.086,9.246,
XO-5 b,XO-5,920308932010648448,116.7163868,39.0944695,22.3529,0.4458,18.5836,0.0448,15.3529,0.00757714,15.008,0.0116719,11.9889,0.000864951,11.8207,0.000833152,13.6561,0.016259,12.142,0.082,12.899,0.056,12.485,0.044,11.91,0.052,11.73,0.054,11.943118477,0.0168381032979825,12.325463872,0.0335922039774778,11.3955365672,0.0219656995101418,13.7075004577637,0.0010000000474974,,,,,12.8135004043579,0.0010000000474974,,,10.774,0.019,10.443,0.021,10.345,0.018,10.333,0.024,10.381,0.02,10.292,0.067,8.354,
TOI-1723 b,TOI-1723,1096515188009314688,116.7971978,68.4766845,,,15.3225,0.0141,,,,,,,,,,,,,10.373,0.082,10.328,0.144,,,,,9.542363929,0.0105954641246371,9.8706182098,0.014405796936765,9.0460063069,0.0133763719861073,,,14.9840002059937,0.0021329999435693,15.1328001022339,0.090828001499176,,,11.8512001037598,0.0346189998090267,8.478,0.024,8.175,0.023,8.133,0.031,8.106,0.024,8.145,0.02,8.087,0.028,7.331,
TOI-2322 c,TOI-2322,5264331179802870016,116.9731027,-71.0019671,,,,,,,,,,,,,,,11.135,0.035,12.262,0.043,11.724,0.061,10.667,0.057,10.293,0.083,10.7488268998,0.0173200281310097,11.3837423685,0.0359614163147952,9.9891256878,0.0259896107905871,,,,,,,,,,,9.093,0.022,8.521,0.049,8.369,0.021,8.312,0.023,8.373,0.02,8.312,0.019,8.282,0.122
TOI-2322 b,TOI-2322,5264331179802870016,116.9731027,-71.0019671,,,,,,,,,,,,,,,11.135,0.035,12.262,0.043,11.724,0.061,10.667,0.057,10.293,0.083,10.7488268998,0.0173200281310097,11.3837423685,0.0359614163147952,9.9891256878,0.0259896107905871,,,,,,,,,,,9.093,0.022,8.521,0.049,8.369,0.021,8.312,0.023,8.373,0.02,8.312,0.019,8.282,0.122
XO-2 N b,XO-2 N,934346809278715776,117.0267691,50.2251472,,,18.2006,0.0473,14.9353,0.00670852,14.8008,0.0100065,14.4984,0.0114432,10.8006,0.000414899,13.0957,0.0152614,11.138,0.058,12.002,0.033,11.569,0.024,10.887,0.047,10.668,0.027,10.970854884,0.0148145625176131,11.38950811976,0.0314451859244858,10.391538965,0.0225046926808208,,,,,15.790599822998,0.0019150000298395,,,,,9.744,0.022,9.34,0.026,9.308,0.021,9.24,0.022,9.31,0.019,9.236,0.038,8.833,0.443
KELT-15 b,KELT-15,5489780919480009472,117.4149764,-52.1204471,,,,,,,,,,,,,,,11.189,0.019,11.745,0.03,11.438,0.023,11.048,0.01,10.935,0.05,11.0693682838,0.0160766102611967,11.3530258689,0.027700038092501,10.62256415002,0.0241025219672187,,,,,,,,,,,10.205,0.024,9.919,0.023,9.854,0.025,9.787,0.023,9.817,0.02,9.787,0.037,9.238,
HD 63433 b,HD 63433,875071278432954240,117.4793699,27.3631342,18.5586,0.0736,12.7796,0.0031,,,,,,,,,,,6.996,0.0,7.615,0.0,7.322,0.0,6.89,0.0,6.553,0.0,6.7371816,0.0231797873346854,7.07632337,0.0436436144970763,6.222819309,0.0428497142223516,,,,,,,,,,,5.624,0.043,5.359,0.026,5.258,0.016,5.246,0.178,5.129,0.087,5.297,0.016,5.163,0.031
HD 63433 c,HD 63433,875071278432954240,117.4793699,27.3631342,18.5586,0.0736,12.7796,0.0031,,,,,,,,,,,6.996,0.0,7.615,0.0,7.322,0.0,6.89,0.0,6.553,0.0,6.7371816,0.0231797873346854,7.07632337,0.0436436144970763,6.222819309,0.0428497142223516,,,,,,,,,,,5.624,0.043,5.359,0.026,5.258,0.016,5.246,0.178,5.129,0.087,5.297,0.016,5.163,0.031
HD 63433 d,HD 63433,875071278432954240,117.4793699,27.3631342,18.5586,0.0736,12.7796,0.0031,,,,,,,,,,,6.996,0.0,7.615,0.0,7.322,0.0,6.89,0.0,6.553,0.0,6.7371816,0.0231797873346854,7.07632337,0.0436436144970763,6.222819309,0.0428497142223516,,,,,,,,,,,5.624,0.043,5.359,0.026,5.258,0.016,5.246,0.178,5.129,0.087,5.297,0.016,5.163,0.031
HD 63935 b,HD 63935,3145754895088191744,117.9246417,9.3852412,21.684,0.2589,14.6518,0.006,,,,,,,,,,,,,,,,,,,,,8.403594147,0.0130811752544065,8.761933111,0.0181363239391994,7.873940059,0.0164890527001265,16.2782001495361,0.004048999864608,,,13.609299659729,0.0010000000474974,,,,,7.304,0.024,6.964,0.051,6.881,0.021,6.805,0.063,6.884,0.02,6.878,0.017,6.786,0.088
HD 63935 c,HD 63935,3145754895088191744,117.9246417,9.3852412,21.684,0.2589,14.6518,0.006,,,,,,,,,,,,,,,,,,,,,8.403594147,0.0130811752544065,8.761933111,0.0181363239391994,7.873940059,0.0164890527001265,16.2782001495361,0.004048999864608,,,13.609299659729,0.0010000000474974,,,,,7.304,0.024,6.964,0.051,6.881,0.021,6.805,0.063,6.884,0.02,6.878,0.017,6.786,0.088
HAT-P-50 b,HAT-P-50,3151961363348862720,118.0634379,12.1393474,22.1471,0.3783,15.9052,0.0112,14.6197,0.00536194,12.1507,0.00167002,11.7136,0.000659643,11.6603,0.0019554,13.4771,0.0145167,11.762,0.033,12.282,0.047,11.973,0.047,11.65,0.029,11.55,0.023,11.6777137308,0.0222605337161212,11.9145954325,0.0273650290289033,11.24590726932,0.0234095847670203,13.3121995925903,0.0045960000716149,12.710599899292,0.0010000000474974,12.3617000579834,0.0010000000474974,,,,,10.816,0.021,10.545,0.02,10.5,0.018,10.443,0.023,10.481,0.02,10.368,0.086,8.304,
HAT-P-68 b,HAT-P-68,675443053940533760,118.4831501,23.9382192,,,,,17.1782,0.0106452,15.5769,0.00616213,13.678,0.00265548,13.2784,0.00152327,13.3813,0.00672888,14.02,0.079,15.317,0.168,14.711,0.127,13.485,0.076,13.246,0.422,13.53004078493,0.0245016944895667,14.220803897307,0.048694293308639,12.728264887396,0.0388315247553543,14.5170001983643,0.0010300000431016,13.5064001083374,0.0066189998760819,13.3900003433228,,12.9302997589111,0.0009430000209249,12.8386001586914,0.0065910001285374,11.75,0.022,11.21,0.023,11.019,0.018,10.969,0.024,11.03,0.021,11.024,0.144,8.892,
TOI-283 b,TOI-283,5275527747228841344,118.5693065,-65.441482,,,17.0763,0.0285,,,,,,,,,,,10.458,0.129,11.209,0.038,10.698,0.0,10.145,0.0,10.831,0.0,10.1996922111,0.0132020306891274,10.6181152658,0.0178683877214503,9.621091956,0.015468605419086,,,,,,,,,,,9.001,0.027,8.554,0.04,8.517,0.026,8.423,0.022,8.483,0.02,8.456,0.021,8.48,0.185
TOI-2529 b,TOI-2529,5513558648705418368,118.9945352,-52.3548332,,,,,,,,,,,,,,,11.381,0.034,12.171,0.023,11.753,0.0,11.165,0.019,10.915,0.096,11.1902265189,0.0167534898598297,11.5980371315,0.0303430987302363,10.61240420598,0.0157416812868867,,,,,,,,,,,9.935,0.024,9.62,0.026,9.489,0.024,9.457,0.022,9.501,0.019,9.479,0.036,9.549,
TOI-2818 b,TOI-2818,5545555570947605376,119.0598183,-35.1167104,,,,,,,,,,,,,,,11.962,0.024,12.639,0.03,12.2,0.161,13.337,3.108,11.42,0.508,11.8299348639,0.0138846338562415,12.1661323622,0.0247141531495698,11.3292534048,0.0218567729650636,,,,,,,,,,,10.743,0.027,10.454,0.026,10.403,0.025,10.329,0.022,10.374,0.02,10.199,0.053,8.699,0.368
GJ 3470 b,GJ 3470,654687847820642560,119.7735021,15.391209,,,21.3261,0.2373,15.9337,0.00674639,15.4392,0.0101128,11.8694,0.000893731,10.7632,0.000491834,10.575,0.00178718,12.332,0.016,13.785,0.044,13.024,0.05,11.73,0.007,10.672,0.034,11.360212858,0.0217563570201091,12.56407574065,0.0389010739936006,10.268620271,0.0291174968052214,12.9249000549316,0.000333000003593,11.7705001831055,0.0010000000474974,10.8252000808716,0.0169270001351833,10.0766000747681,0.01902100071311,10.9154996871948,0.255768001079559,8.794,0.026,8.206,0.023,7.989,0.023,7.807,0.027,7.783,0.02,7.683,0.02,7.786,0.215
GJ 3473 b,GJ 3473,3094290054327367168,120.5936065,3.3371629,,,,,16.895,0.00832538,15.4319,0.00574152,13.2912,0.00216303,11.9009,0.00076283,11.4704,0.00402295,,,,,,,,,,,12.45400564248,0.0219904730902548,13.94531646158,0.0353493973612,11.25207213318,0.0259509831864084,,,20.5639991760254,0.0473619997501373,,,,,17.2220993041992,0.0211580004543066,9.627,0.023,9.063,0.022,8.829,0.024,,,,,,,,
TOI-1728 b,TOI-1728,1094545653447816064,120.6116787,64.7971531,,,21.8173,0.4534,,,,,,,,,,,12.39,0.055,13.688,0.089,13.004,0.094,11.763,0.044,11.092,0.054,11.725543651,0.015623040957494,12.63243995157,0.0215973825917169,10.7833806553,0.0169786911141917,12.9933996200562,0.0056870002299547,12.6478004455566,0.0010000000474974,11.6962003707886,0.0,13.4253997802734,0.0,12.4465999603271,0.0011129999766126,9.642,0.019,8.953,0.028,8.803,0.02,8.691,0.022,8.742,0.021,8.598,0.026,8.25,0.234
TOI-3819 b,TOI-3819,876608292608416512,121.8632568,29.3886446,,,18.1058,0.0308,15.2379,0.00718566,12.9883,0.00135717,12.4654,0.001074,12.3459,0.00129197,14.0777,0.0119447,12.53,0.042,13.18,0.048,12.79,0.045,12.364,0.02,12.222,0.038,12.40409552086,0.0169235025441791,12.72729900542,0.0278620039501238,11.9207082905,0.024126681834602,12.8470001220703,,12.5050001144409,,12.3660001754761,,12.3050003051758,,12.2470998764038,0.0024049999192357,11.398,0.02,11.143,0.019,11.077,0.017,11.033,0.022,11.078,0.022,10.827,0.12,8.919,
K2-373 b,K2-373,650623262571412480,123.1361518,13.6884986,21.4765,0.3657,15.4793,0.0119,,,,,,,,,,,10.537,0.032,11.083,0.051,11.15,0.498,10.459,0.043,10.303,0.115,10.4262623276,0.0119405257310591,10.7137037136,0.018161891240946,9.9743213617,0.0150788685410416,,,,,,,,,,,9.486,0.021,9.242,0.022,9.163,0.017,9.145,0.023,9.185,0.02,9.147,0.031,8.299,
